workout,start,end,exercise,weight,bodyweight,extraWeight,assistingWeight,distanceKM,distanceM,reps,rpm,time-per-500,calories,time,warmup,max,fail,checked,setComment,workoutComment,form,sleep,calories,stress
"Wednesday Evening: Back, Quads, Posterior thighs etc.",1767816774785,1767817930816,Push-Up,,80,0,,,,10,,,,,false,false,false,1767816812280,,,,,,
"Wednesday Evening: Back, Quads, Posterior thighs etc.",1767816774785,1767817930816,Push-Up,,80,5,,,,10,,,,,false,false,false,1767816874751,,,,,,
"Wednesday Evening: Back, Quads, Posterior thighs etc.",1767816774785,1767817930816,Push-Up,,80,25,,,,10,,,,,false,false,false,1767817221522,,,,,,
"Wednesday Evening: Back, Quads, Posterior thighs etc.",1767816774785,1767817930816,Push-Up,,80,25,,,,4,,,,,false,false,false,1767817498364,,,,,,
"Wednesday Evening: Back, Quads, Posterior thighs etc.",1767816774785,1767817930816,Push-Up,,80,15,,,,15,,,,,false,false,false,1767817582891,,,,,,
"Wednesday Evening: Back, Quads, Posterior thighs etc.",1767816774785,1767817930816,Barbell Shrug,55,,,,,,40,,,,,false,false,false,1767816979758,,,,,,
"Wednesday Evening: Back, Quads, Posterior thighs etc.",1767816774785,1767817930816,Barbell Shrug,57,,,,,,42,,,,,false,false,false,1767817351469,,,,,,
"Wednesday Evening: Back, Quads, Posterior thighs etc.",1767816774785,1767817930816,Squat,55,,,,,,20,,,,,false,false,false,1767817819366,,,,,,
Kettle,1767732097123,1767733934274,Barbell Shrug,55,,,,,,25,,,,,false,false,false,1767732233599,,,,,,
Kettle,1767732097123,1767733934274,Barbell Shrug,75,,,,,,15,,,,,false,false,false,1767732438864,,,,,,
Kettle,1767732097123,1767733934274,Barbell Shrug,85,,,,,,15,,,,,false,false,false,1767732745613,,,,,,
Kettle,1767732097123,1767733934274,Barbell Shrug,95,,,,,,5,,,,,false,false,false,1767733313422,,,,,,
Kettle,1767732097123,1767733934274,Barbell Shrug,117.5,,,,,,3,,,,,false,false,false,1767733918268,,,,,,
Kettle,1767732097123,1767733934274,Deadlift,55,,,,,,11,,,,,false,false,false,1767732167092,,,,,,
Kettle,1767732097123,1767733934274,Deadlift,75,,,,,,5,,,,,false,false,false,1767732437012,,,,,,
Kettle,1767732097123,1767733934274,Deadlift,85,,,,,,9,,,,,false,false,false,1767732674600,,,,,,
Kettle,1767732097123,1767733934274,Deadlift,85,,,,,,1,,,,,false,false,false,1767732757955,,,,,,
Kettle,1767732097123,1767733934274,Deadlift,95,,,,,,10,,,,,false,false,false,1767733318952,,,,,,
Kettle,1767732097123,1767733934274,Deadlift,117.5,,,,,,8,,,,,false,false,false,1767733924850,,,,,,
Kettle,1767732097123,1767733934274,Kettlebell Swing,24,,,,,,20,,,,,false,false,false,1767732290826,,,,,,
Kettle,1767732097123,1767733934274,Kettlebell Swing,32,,,,,,15,,,,,false,false,false,1767732508656,,,,,,
Kettle,1767732097123,1767733934274,Kettlebell Swing,36,,,,,,5,,,,,false,false,false,1767732810815,,,,,,
Kettle,1767732097123,1767733934274,Overhead Press,30,,,,,,10,,,,,false,false,false,1767732353156,,,,,,
Kettle,1767732097123,1767733934274,Overhead Press,42,,,,,,5,,,,,false,false,false,1767732583192,,,,,,
Kettle,1767732097123,1767733934274,Overhead Press,55,,,,,,4,,,,,false,false,false,1767733187243,,,,,,
Kettle,1767732097123,1767733934274,Overhead Press,57,,,,,,3,,,,,false,false,false,1767733870180,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,30,,,,,false,false,false,1767546332543,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,25,,,,,false,false,false,1767546442019,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,20,,,,,false,false,false,1767546533866,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,25,,,,,false,false,false,1767546672702,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,20,,,,,false,false,false,1767546791208,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,15,,,,,false,false,false,1767546874635,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,15,,,,,false,false,false,1767546998331,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,15,,,,,false,false,false,1767547099045,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,15,,,,,false,false,false,1767547160837,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,10,,,,,false,false,false,1767547227984,,,,,,
Sunday Evening: Push-Up,1767546270561,1767547260000,Push-Up,,80,0,,,,10,,,,,false,false,false,1767547266265,,,,,,
"Saturday Lunch: Back, Glutes, Quads etc.",1767440988575,1767442245923,Goblet Squat,24,,,,,,10,,,,,false,false,false,1767441076129,,,,,,
"Saturday Lunch: Back, Glutes, Quads etc.",1767440988575,1767442245923,Goblet Squat,24,,,,,,25,,,,,false,false,false,1767441317438,,,,,,
"Saturday Lunch: Back, Glutes, Quads etc.",1767440988575,1767442245923,Goblet Squat,32,,,,,,10,,,,,false,false,false,1767441540934,,,,,,
"Saturday Lunch: Back, Glutes, Quads etc.",1767440988575,1767442245923,Dumbbell Shrug,25,,,,,,55,,,,,false,false,false,1767441215891,,,,,,
"Saturday Lunch: Back, Glutes, Quads etc.",1767440988575,1767442245923,Deadlift,55,,,,,,10,,,,,false,false,false,1767441466055,,,,,,
"Saturday Lunch: Back, Glutes, Quads etc.",1767440988575,1767442245923,Deadlift,75,,,,,,6,,,,,false,false,false,1767441640338,,,,,,
"Saturday Lunch: Back, Glutes, Quads etc.",1767440988575,1767442245923,Squat,52,,,,,,30,,,,,false,false,false,1767442021999,,,,,,
"Saturday Lunch: Back, Glutes, Quads etc.",1767440988575,1767442245923,Kettlebell Swing,32,,,,,,15,,,,,false,false,false,1767442115692,,,,,,
"Saturday Lunch: Back, Glutes, Quads etc.",1767440988575,1767442245923,Kettlebell Swing,36,,,,,,15,,,,,false,false,false,,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Overhead Press,20,,,,,,12,,,,,false,false,false,1767286283806,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Overhead Press,25,,,,,,12,,,,,false,false,false,1767286561000,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Overhead Press,35,,,,,,12,,,,,false,false,false,1767286894406,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Barbell Curl,20,,,,,,12,,,,,false,false,false,1767286282024,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Barbell Curl,25,,,,,,12,,,,,false,false,false,1767286557487,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Barbell Curl,30,,,,,,12,,,,,false,false,false,1767286820616,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Squat,20,,,,,,12,,,,,false,false,false,1767286295641,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Squat,25,,,,,,12,,,,,false,false,false,1767286566337,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Squat,40,,,,,,20,,,,,false,false,false,1767286998317,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Deadlift,55,,,,,,30,,,,,false,false,false,1767286414337,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Deadlift,75,,,,,,20,,,,,false,false,false,1767286708395,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Deadlift,85,,,,,,15,,,,,false,false,false,1767287180370,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Push-Up,,79.2,0,,,,25,,,,,false,false,false,1767287235320,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Push-Up,,79.2,0,,,,20,,,,,false,false,false,1767287293884,,,,,,
"Thursday Evening: Back, Glutes, Shoulders etc.",1767286147324,1767287356962,Push-Up,,79.2,0,,,,15,,,,,false,false,false,1767287354700,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Push-Up,,79.2,0,,,,40,,,,,false,false,false,1767118810247,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Push-Up,,79.2,0,,,,25,,,,,false,false,false,1767119188863,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Push-Up,,79.2,0,,,,25,,,,,false,false,false,1767119543380,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Push-Up,,79.2,0,,,,20,,,,,false,false,false,1767119937377,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Push-Up,,79.2,0,,,,20,,,,,false,false,false,1767120429543,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Overhead Press,30,,,,,,12,,,,,false,false,false,1767118957057,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Overhead Press,35,,,,,,8,,,,,false,false,false,1767119304975,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Overhead Press,40,,,,,,10,,,,,false,false,false,1767119753748,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Overhead Press,45,,,,,,5,,,,,false,false,false,1767120101193,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Overhead Press,50,,,,,,4,,,,,false,false,false,1767120583143,,,,,,
"Tuesday Evening: Shoulders, Chest, Back",1767118682718,1767120590976,Barbell Shrug,85,,,,,,15,,,,,false,false,false,1767120318843,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Overhead Press,35,,,,,,15,,,,,false,false,false,1766872218284,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Overhead Press,40,,,,,,13,,,,,false,false,false,1766872725800,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Overhead Press,45,,,,,,11,,,,,false,false,false,1766872803924,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Overhead Press,50,,,,,,3,,,,,false,false,false,1766873076833,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Overhead Press,40,,,,,,5,,,,,false,false,false,,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Barbell Shrug,85,,,,,,30,,,,,false,false,false,1766872390838,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Barbell Shrug,95,,,,,,10,,,,,false,false,false,1766872682254,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Barbell Shrug,85,,,,,,20,,,,,false,false,false,1766873181430,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Dumbbell Front Raise,5,,,,,,25,,,,,false,false,false,1766872981527,,,,,,
"Saturday Evening: Shoulders, Back",1766872134169,1766873427395,Dumbbell Front Raise,7.5,,,,,,30,,,,,false,false,false,1766873424378,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Deadlift,55,,,,,,10,,,,,false,false,false,1766785727723,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Deadlift,75,,,,,,3,,,,,false,false,false,1766785932194,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Deadlift,95,,,,,,3,,,,,false,false,false,1766786136831,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Deadlift,115,,,,,,7,,,,,false,false,false,1766786521539,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Deadlift,97.5,,,,,,7,,,,,false,false,false,1766786769985,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Overhead Press,35,,,,,,10,,,,,false,false,false,1766785834739,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Overhead Press,40,,,,,,5,,,,,false,false,false,1766786045994,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Overhead Press,50,,,,,,6,,,,,false,false,false,1766786334140,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Overhead Press,50,,,,,,6,,,,,false,false,false,1766786627340,,,,,,
Friday Evening: Deadlift & Overhead Press,1766785658507,1766786944486,Overhead Press,45,,,,,,10,,,,,false,false,false,1766786938230,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Air Squat,,79.2,,,,,55,,,,,false,false,false,1766689803973,Split the reps into more sets if you want to,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Barbell Row,30,,,,,,20,,,,,false,false,false,1766689942280,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Barbell Row,35,,,,,,20,,,,,false,false,false,1766690146249,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Barbell Row,40,,,,,,15,,,,,false,false,false,1766690393167,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Barbell Row,45,,,,,,12,,,,,false,false,false,1766690880257,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Squat,35,,,,,,30,,,,,false,false,false,1766690070206,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Squat,40,,,,,,30,,,,,false,false,false,1766690307064,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Squat,45,,,,,,5,,,,,false,false,false,1766690481538,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Squat,50,,,,,,20,,,,,false,false,false,1766690697415,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Dumbbell Shrug,40,,,,,,15,,,,,false,false,false,1766690824244,,,,,,
StrengthLog's Fitness Calendar 2025: Move Faster Than Santa’s Sleigh,1766689649812,1766691394793,Static hold,25,,,,,,,,,,00:04:44,false,false,false,,,,,,,
Wednesday Morning: Squat & Push-Up,1766557330056,1766558202916,Squat,30,,,,,,25,,,,,false,false,false,1766557440797,,,,,,
Wednesday Morning: Squat & Push-Up,1766557330056,1766558202916,Squat,35,,,,,,25,,,,,false,false,false,1766557655785,,,,,,
Wednesday Morning: Squat & Push-Up,1766557330056,1766558202916,Squat,40,,,,,,25,,,,,false,false,false,1766557915647,,,,,,
Wednesday Morning: Squat & Push-Up,1766557330056,1766558202916,Squat,45,,,,,,25,,,,,false,false,false,1766558143055,,,,,,
Wednesday Morning: Squat & Push-Up,1766557330056,1766558202916,Push-Up,,79.2,0,,,,25,,,,,false,false,false,1766557512178,,,,,,
Wednesday Morning: Squat & Push-Up,1766557330056,1766558202916,Push-Up,,79.2,0,,,,25,,,,,false,false,false,,,,,,,
Wednesday Morning: Squat & Push-Up,1766557330056,1766558202916,Push-Up,,79.2,0,,,,30,,,,,false,false,false,1766557989788,,,,,,
Wednesday Morning: Squat & Push-Up,1766557330056,1766558202916,Push-Up,,79.2,0,,,,20,,,,,false,false,false,1766558199286,,,,,,
Hyrox,1766380471438,1766384269546,Rowing (Machine),,,,,1.1,,,0,0,0,00:04:44,false,false,false,1766380838359,,,,,,
Hyrox,1766380471438,1766384269546,Sled Push,75,,,,,20,,,,,,false,false,false,1766381090078,,,,,,
Hyrox,1766380471438,1766384269546,Sled Push,100,,,,,20,,,,,,false,false,false,1766381261600,,,,,,
Hyrox,1766380471438,1766384269546,Sled Push,120,,,,,20,,,,,,false,false,false,1766381468281,,,,,,
Hyrox,1766380471438,1766384269546,Sled Push,120,,,,,30,,,,,,false,false,false,1766381640111,,,,,,
Hyrox,1766380471438,1766384269546,Sled Push,100,,,,,20,,,,,,false,false,false,1766381929753,,,,,,
Hyrox,1766380471438,1766384269546,Farmers Walk,24,,,,,100,,,,,,false,false,false,1766382336603,,,,,,
Hyrox,1766380471438,1766384269546,Farmers Walk,24,,,,,100,,,,,,false,false,false,1766382591386,,,,,,
Hyrox,1766380471438,1766384269546,Farmers Walk,24,,,,,100,,,,,,false,false,false,1766382898118,,,,,,
Hyrox,1766380471438,1766384269546,Barbell Walking Lunges,20,,,,,,14,,,,,false,false,false,1766383629669,,,,,,
Hyrox,1766380471438,1766384269546,Barbell Walking Lunges,20,,,,,,14,,,,,false,false,false,1766383631107,,,,,,
Hyrox,1766380471438,1766384269546,Barbell Walking Lunges,20,,,,,,14,,,,,false,false,false,1766383632499,,,,,,
Hyrox,1766380471438,1766384269546,Barbell Walking Lunges,20,,,,,,14,,,,,false,false,false,1766384163895,,,,,,
Hyrox,1766380471438,1766384269546,Burpee broad jump,,,,,0.04,,,,,,00:00:00,false,false,false,1766384115433,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,68,,,,,,15,,,,,false,false,false,1766124105215,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Seated Leg Curl,46,,,,,,15,,,,,false,false,false,1766124105893,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,54,,,,,,15,,,,,false,false,false,1766124242372,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Seated Leg Curl,46,,,,,,15,,,,,false,false,false,1766124244569,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,61,,,,,,15,,,,,false,false,false,1766124400213,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Seated Leg Curl,46,,,,,,15,,,,,false,false,false,1766124401549,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Squat,20,,,,,,10,,,,,false,false,false,1766121845949,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Squat,40,,,,,,7,,,,,false,false,false,1766121915088,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Squat,50,,,,,,5,,,,,false,false,false,1766122092077,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Squat,60,,,,,,3,,,,,false,false,false,1766122239206,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Squat,70,,,,,,2,,,,,false,false,false,1766122434272,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Squat,75,,,,,,2,,,,,false,false,false,1766122619534,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Squat,80,,,,,,3,,,,,false,false,false,1766122823733,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Squat,60,,,,,,5,,,,,false,false,false,1766122986639,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Barbell Shrug,60,,,,,,20,,,,,false,false,false,1766123097494,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Barbell Shrug,80,,,,,,20,,,,,false,false,false,1766123203801,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Barbell Shrug,90,,,,,,10,,,,,false,false,false,1766123290851,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Barbell Shrug,100,,,,,,5,,,,,false,false,false,1766123410202,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Press,75,,,,,,5,,,,,false,false,false,1766123598564,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Press,95,,,,,,10,,,,,false,false,false,1766123603798,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Press,115,,,,,,5,,,,,false,false,false,1766123675217,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Press,135,,,,,,5,,,,,false,false,false,1766123743705,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Press,145,,,,,,3,,,,,false,false,false,1766123810924,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Press,155,,,,,,8,,,,,false,false,false,1766123907474,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,82,,,,,,1,,,,,false,false,false,1766124463141,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,89,,,,,,1,,,,,false,false,false,1766124466213,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,96,,,,,,1,,,,,false,false,false,1766124517807,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,103,,,,,,1,,,,,false,false,false,1766124554003,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,110,,,,,,1,,,,,false,false,false,1766124608754,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,117,,,,,,1,,,,,false,false,false,1766124639881,,,,,,
StrengthLog's Fitness Calendar 2025: Burn the Legs at Both Ends,1766121602141,1766125786894,Leg Extension,124,,,,,,2,,,,,false,false,false,1766124782485,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Bench Press,20,,,,,,10,,,,,false,false,false,1766034334645,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Bench Press,40,,,,,,5,,,,,false,false,false,1766034408045,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Bench Press,50,,,,,,5,,,,,false,false,false,1766034536042,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Bench Press,60,,,,,,3,,,,,false,false,false,1766034624161,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Bench Press,65,,,,,,2,,,,,false,false,false,1766034707791,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Bench Press,72.5,,,,,,5,,,,,false,false,false,1766034897595,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Bench Press,70,,,,,,3,,,,,false,false,false,1766035018337,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Bench Press,65,,,,,,5,,,,,false,false,false,1766035082072,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Shoulder Press,25,,,,,,10,,,,,false,false,false,1766035233106,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Shoulder Press,32,,,,,,10,,,,,false,false,false,1766035291676,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Shoulder Press,39,,,,,,8,,,,,false,false,false,1766035357685,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Shoulder Press,39,,,,,,4,,,,,false,false,false,1766035424910,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Shoulder Press,39,,,,,,4,,,,,false,false,false,1766035496006,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Shoulder Press,32,,,,,,8,,,,,false,false,false,1766035570492,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Chest Fly,40,,,,,,12,,,,,false,false,false,1766035662764,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Chest Fly,47,,,,,,5,,,,,false,false,false,1766035724329,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Chest Fly,54,,,,,,5,,,,,false,false,false,1766035777521,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Chest Fly,61,,,,,,5,,,,,false,false,false,1766035852601,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Chest Fly,68,,,,,,7,,,,,false,false,false,1766035906241,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Machine Chest Fly,75,,,,,,5,,,,,false,false,false,1766035990700,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Tricep Pushdown With Rope,15,,,,,,10,,,,,false,false,false,1766036114497,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Tricep Pushdown With Rope,21.5,,,,,,10,,,,,false,false,false,1766036150271,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Tricep Pushdown With Rope,25,,,,,,8,,,,,false,false,false,1766036208497,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Tricep Pushdown With Rope,25,,,,,,6,,,,,false,false,false,1766036290628,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Push-Up,,79.2,0,,,,15,,,,,false,false,false,1766036355937,,,,,,
"Friskis: Thursday Morning: Shoulders, Chest, Triceps",1766034293654,1766036412622,Push-Up,,79.2,0,,,,10,,,,,false,false,false,1766036411799,,,,,,
Wednesday Evening: Deadlift & Kettlebell Swing,1766004953017,1766006274642,Deadlift,55,,,,,,10,,,,,false,false,false,1766005022008,,,,,,
Wednesday Evening: Deadlift & Kettlebell Swing,1766004953017,1766006274642,Deadlift,75,,,,,,5,,,,,false,false,false,1766005266113,,,,,,
Wednesday Evening: Deadlift & Kettlebell Swing,1766004953017,1766006274642,Deadlift,85,,,,,,5,,,,,false,false,false,1766005559719,,,,,,
Wednesday Evening: Deadlift & Kettlebell Swing,1766004953017,1766006274642,Deadlift,95,,,,,,5,,,,,false,false,false,1766005865548,,,,,,
Wednesday Evening: Deadlift & Kettlebell Swing,1766004953017,1766006274642,Deadlift,105,,,,,,12,,,,,false,false,false,1766006231979,,,,,,
Wednesday Evening: Deadlift & Kettlebell Swing,1766004953017,1766006274642,Kettlebell Swing,32,,,,,,20,,,,,false,false,false,1766005134519,,,,,,
Wednesday Evening: Deadlift & Kettlebell Swing,1766004953017,1766006274642,Kettlebell Swing,36,,,,,,15,,,,,false,false,false,1766005340215,,,,,,
