workout,start,end,exercise,weight,bodyweight,extraWeight,assistingWeight,distanceKM,distanceM,reps,rpm,time-per-500,calories,time,warmup,max,fail,checked,setComment,workoutComment,form,sleep,calories,stress
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Machine Lat Pulldown,18,,,,,,10,,,,,true,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Machine Lat Pulldown,36,,,,,,7,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Machine Lat Pulldown,42,,,,,,8,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Machine Lat Pulldown,48,,,,,,5,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Machine Lat Pulldown,48,,,,,,5,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Machine Lat Pulldown,54,,,,,,3,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Machine Lat Pulldown,45,,,,,,12,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Machine Lat Pulldown,42,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Squat,20,,,,,,5,,,,,true,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Squat,30,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Squat,40,,,,,,5,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Squat,45,,,,,,5,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Squat,40,,,,,,12,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Squat,40,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Squat,40,,,,,,15,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Squat,45,,,,,,7,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Bench Press,20,,,,,,7,,,,,true,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Bench Press,40,,,,,,7,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Bench Press,50,,,,,,12,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Bench Press,45,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Bench Press,45,,,,,,7,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Bench Press,55,,,,,,4,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Bench Press,45,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Hanging Leg Raise,,78,,,,,5,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Hanging Leg Raise,,78,,,,,5,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Single Leg Lifts,,,,,,,20,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Single Leg Lifts,,,,,,,30,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Dumbbell Walking Lunges,10,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Dumbbell Walking Lunges,10,,,,,,15,,,,,false,false,false,,,,,,,
"Fredag morgon: baksida lår, rumpa, framsida lår etc.",1752208185149,1752210925451,Rowing (Machine),,,,,1.25,,,0,0,0,00:05:00,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Lying Leg Raise,,78,,,,,15,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Lying Leg Raise,,78,,,,,16,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Single Leg Lifts,,,,,,,20,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Single Leg Lifts,,,,,,,20,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Barbell Curl,20,,,,,,10,,,,,true,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Barbell Curl,20,,,,,,10,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Barbell Curl,30,,,,,,5,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Barbell Curl,30,,,,,,7,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Barbell Curl,30,,,,,,8,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Barbell Curl,30,,,,,,6,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Barbell Curl,30,,,,,,7,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Overhead Press,20,,,,,,10,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Overhead Press,30,,,,,,8,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Overhead Press,30,,,,,,7,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Overhead Press,30,,,,,,6,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Dumbbell Front Raise,5,,,,,,7,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Dumbbell Lateral Raise,5,,,,,,10,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Dumbbell Lateral Raise,5,,,,,,7,,,,,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,Plank,,78,15,,,,,,,,00:02:00,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,L-sit lyft,,78,,,,,,,,,00:01:01,false,false,false,,,,,,,
"Torsdag kväll: axlar, mage, höftböjare etc.",1752180966486,1752182712046,L-sit lyft,,78,,,,,,,,,00:01:10,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Deadlift,35,,,,,,12,,,,,true,false,false,,,,,,,
Mark,1752073325224,1752076080000,Deadlift,35,,,,,,7,,,,,true,false,false,,,,,,,
Mark,1752073325224,1752076080000,Deadlift,45,,,,,,8,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Deadlift,55,,,,,,5,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Deadlift,65,,,,,,4,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Deadlift,75,,,,,,1,,,,,false,true,false,,,,,,,
Mark,1752073325224,1752076080000,Deadlift,65,,,,,,8,,,,,false,true,false,,,,,,,
Mark,1752073325224,1752076080000,Dumbbell Shrug,25,,,,,,20,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Single Leg Lifts,,,,,,,20,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Barbell Row,30,,,,,,10,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Barbell Row,35,,,,,,6,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Barbell Row,35,,,,,,10,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Dumbbell Row,15,,,,,,20,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Dumbbell Row,20,,,,,,10,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Dumbbell Row,24,,,,,,5,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Dumbbell Row,25,,,,,,8,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Dumbbell Row,24,,,,,,7,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Goblet Squat,20,,,,,,10,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,L-sit lyft,,78,,,,,,,,,00:01:02,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,L-sit lyft,,78,,,,,,,,,00:01:01,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Lying Leg Raise,,78,,,,,30,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Lying Leg Raise,,78,,,,,20,,,,,false,false,false,,,,,,,
Mark,1752073325224,1752076080000,Lying Leg Raise,,78,,,,,8,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Push-Up,,78,0,,,,30,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Push-Up,,78,0,,,,20,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Push-Up,,78,0,,,,15,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Push-Up,,78,0,,,,15,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Push-Up,,78,5,,,,10,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Push-Up,,78,0,,,,10,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Lateral Raise,5,,,,,,8,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Lateral Raise,5,,,,,,5,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Lateral Raise,5,,,,,,10,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Lateral Raise,5,,,,,,8,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Lateral Raise,5,,,,,,7,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Front Raise,5,,,,,,8,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Front Raise,5,,,,,,5,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Front Raise,5,,,,,,10,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Front Raise,5,,,,,,10,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Front Raise,5,,,,,,7,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Shrug,25,,,,,,25,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Shrug,25,,,,,,20,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Dumbbell Side Bend,20,,,,,,10,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Bench Dip,,78,0,,,,30,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Bench Dip,,78,0,,,,20,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Kettlebell Swing,24,,,,,,20,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Kettlebell Swing,32,,,,,,10,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Kettlebell Swing,32,,,,,,10,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Plank,,78,0,,,,,,,,00:01:30,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,L-sit lyft,,78,,,,,,,,,00:01:02,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,L-sit lyft,,78,,,,,,,,,00:01:01,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Lying Leg Raise,,78,,,,,20,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Lying Leg Raise,,78,,,,,25,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Lying Leg Raise,,78,,,,,20,,,,,false,false,false,,,,,,,
"Tisdag kväll: mage, axlar, rygg etc.",1752001058946,1752003847215,Single Leg Lifts,,,,,,,15,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Barbell Curl,20,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Barbell Curl,25,,,,,,6,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Barbell Curl,30,,,,,,6,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Barbell Curl,30,,,,,,6,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Barbell Curl,30,,,,,,6,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Barbell Curl,30,,,,,,6,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Barbell Curl,25,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Dumbbell Lunge,10,,,,,,6,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Dumbbell Lunge,10,,,,,,8,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Chin-Up,,78,0,,,,4,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Chin-Up,,78,0,,,,3,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Squat,20,,,,,,15,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Squat,30,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Squat,35,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Squat,35,,,,,,12,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Squat,30,,,,,,15,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Leg Extension,18,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Leg Extension,24,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Leg Extension,24,,,,,,12,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Leg Extension,24,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Leg Extension,30,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Single Leg Lifts,,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Single Leg Lifts,,,,,,,10,,,,,false,false,false,,,,,,,
"Måndag lunch: framsida lår, baksida lår, rumpa etc.",1751882454548,1751884876163,Single Leg Lifts,,,,,,,10,,,,,false,false,false,,,,,,,
"Söndag förmiddag: mage, höftböjare",1751792400000,1751793600000,Lying Leg Raise,,78,,,,,15,,,,,false,false,false,,,,,,,
"Söndag förmiddag: mage, höftböjare",1751792400000,1751793600000,Lying Leg Raise,,78,,,,,15,,,,,false,false,false,,,,,,,
"Söndag förmiddag: mage, höftböjare",1751792400000,1751793600000,Lying Leg Raise,,78,,,,,20,,,,,false,false,false,,,,,,,
"Söndag förmiddag: mage, höftböjare",1751792400000,1751793600000,Lying Leg Raise,,78,,,,,25,,,,,false,false,false,,,,,,,
"Söndag förmiddag: mage, höftböjare",1751792400000,1751793600000,L-sit lyft,,78,,,,,,,,,00:01:02,false,false,false,,,,,,,
"Söndag förmiddag: mage, höftböjare",1751792400000,1751793600000,L-sit lyft,,78,,,,,,,,,00:01:00,false,false,false,,,,,,,
"Söndag förmiddag: mage, höftböjare",1751792400000,1751793600000,L-sit lyft,,78,,,,,,,,,00:01:01,false,false,false,,,,,,,
"Söndag förmiddag: mage, höftböjare",1751792400000,1751793600000,Hollow Hold,,78,,,,,,,,,00:00:44,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Deadlift,35,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Deadlift,45,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Deadlift,55,,,,,,5,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Deadlift,55,,,,,,5,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Deadlift,45,,,,,,7,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Deadlift,45,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Deadlift,45,,,,,,15,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Deadlift,55,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,20,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,25,,,,,,12,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,30,,,,,,12,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,35,,,,,,12,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,40,,,,,,15,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,44,,,,,,12,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,45,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,46,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,47,,,,,,8,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,50,,,,,,6,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Barbell Row,42,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,0,,,,,,15,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,10,,,,,,15,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,20,,,,,,12,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,20,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,24,,,,,,5,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,24,,,,,,5,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,24,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,24,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,32,,,,,,2,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,25,,,,,,2,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,20,,,,,,20,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Goblet Squat,20,,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Plank,,78,10,,,,,,,,00:03:01,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Plank,,78,5,,,,,,,,00:01:30,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Plank,,78,0,,,,,,,,00:01:31,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Lying Leg Raise,,78,,,,,10,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Lying Leg Raise,,78,,,,,15,,,,,false,false,false,,,,,,,
"Lördag kväll: rygg, rumpa, mage etc.",1751742899064,1751746515349,Lying Leg Raise,,78,,,,,20,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Kettlebell Swing,24,,,,,,25,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Kettlebell Swing,24,,,,,,15,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Kettlebell Swing,32,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Kettlebell Swing,32,,,,,,15,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Kettlebell Swing,32,,,,,,20,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Kettlebell Swing,32,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Kettlebell Swing,24,,,,,,25,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Kettlebell Swing,24,,,,,,30,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Front Raise,5,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Front Raise,7.5,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Front Raise,7.5,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Front Raise,7.5,,,,,,5,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Front Raise,7.5,,,,,,6,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Shoulder Press,12,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Shoulder Press,12,,,,,,8,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Shoulder Press,12,,,,,,8,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Shoulder Press,12,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Shoulder Press,12,,,,,,10,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Lateral Raise,5,,,,,,12,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Lateral Raise,5,,,,,,8,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Lateral Raise,5,,,,,,6,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Lateral Raise,5,,,,,,5,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Lateral Raise,5,,,,,,4,,,,,false,false,false,,,,,,,
"Fredag kväll: axlar, rygg, bröst etc.",1751655817974,1751657895371,Dumbbell Shrug,25,,,,,,25,,,,,false,false,false,,,,,,,
