Name,Category,Calories,Protein,Fat,Carbs,Fiber,Sugar,AddedSugar,WholeGrains,SaturatedFat,MonounsaturatedFat,PolyunsaturatedFat,Cholesterol,VitaminD,VitaminB12,Iron,Zinc,Calcium,Omega3,Omega6,IsVegan
Pizza veg. hemlagad,Rätter,179,6.4,8.0,19.1,2.2,3.9,0,1,3.0,3.4,0.9,11.8,0.0,0.22,0.6,0.8,94,0.1,0.7,False
Pizza Margherita m. ost tomatsås hemlagad,Rätter,246,9.0,10.5,27.6,2.4,4.4,0,2,4.1,4.4,1.1,13.4,0.03,0.3,0.7,0.9,165,0.1,1.0,False
Kycklingburgare m. bröd tillbehör,Rätter,228,10.7,10.1,22.8,1.7,3.8,4,0,1.7,4.4,3.2,28.0,0.2,0.2,0.7,0.7,27,0.4,2.8,False
Fiskburgare m. bröd tillbehör,Rätter,280,12.4,13.1,27.3,1.9,4.2,4,0,2.6,5.8,3.6,23.7,0.28,0.37,0.5,0.6,57,0.4,3.0,False
Baguette m. rostbiff potatissallad sallad,Rätter,197,6.6,5.6,28.4,2.5,2.0,2,0,0.7,3.0,1.5,7.7,0.1,0.21,0.8,0.9,25,0.5,1.0,False
Baguette grov m. skaldjur tonfisk smögenröra sallad,Rätter,189,5.7,6.1,26.2,2.9,3.0,3,0,0.4,2.5,1.3,6.2,0.0,0.17,0.8,0.4,29,0.4,0.9,False
Baguette grov m. ost skinka sallad lättmajonnäs,Rätter,184,7.7,4.6,25.9,3.5,3.1,3,0,1.5,1.9,0.8,8.3,0.1,0.21,1.0,0.9,72,0.2,0.6,False
Bagel m. salami färskost sallad oliv,Rätter,166,5.9,7.5,17.2,2.9,3.2,3,0,3.6,2.7,0.6,15.7,0.0,0.21,0.8,0.5,43,0.1,0.5,False
Sandwich m. räkor ägg sallad majonnäs,Rätter,295,7.3,19.7,21.6,1.6,2.2,2,0,1.8,9.7,4.8,49.0,0.18,0.28,1.0,0.7,85,1.5,3.2,False
Sandwich m. rökt kalkon färskost soltorkad tomat sallad,Rätter,180,10.3,5.3,21.2,2.5,3.8,4,0,1.2,3.1,0.7,11.2,0.0,0.35,0.8,0.7,37,0.1,0.6,False
Sandwich m. salami färskost sallad,Rätter,164,9.1,6.4,16.2,2.7,4.6,4,0,2.4,2.6,0.9,16.0,0.2,0.32,0.7,0.9,40,0.1,0.7,False
Tunnbrödsrulle m. pastrami potatis sallad majonnäs,Rätter,159,5.4,7.8,15.6,2.1,5.7,6,0,1.2,4.2,1.9,11.0,0.1,0.42,0.8,0.7,24,0.5,1.3,False
Wrap vetetortilla m. ris köttfärs majs ost,Rätter,142,7.9,3.3,19.3,1.3,2.4,0,0,1.2,1.4,0.4,15.1,0.1,0.38,1.0,1.4,33,0.1,0.3,False
Wrap vetetortilla fajitas m. kyckling gräddfil sallad,Rätter,136,5.7,7.1,11.1,2.6,4.2,0,0,1.8,3.4,1.4,16.4,1.08,0.18,1.2,0.4,49,0.4,1.0,False
Wrap vetetortilla enchilada m. köttfärs majschips ost sallad paprika tomat tomatsås,Rätter,170,6.7,10.2,11.7,2.7,3.0,0,0,4.6,3.9,0.6,19.5,0.35,0.35,1.4,1.3,80,0.1,0.5,False
Falafel m. pitabröd sallad sesamsås pepperoni,Rätter,150,5.2,5.7,17.3,4.2,2.0,2,0,0.9,2.3,1.3,0.0,0.2,0.13,1.6,0.7,282,0.2,1.1,True
Paj m. ost skinka mellanmjölk matlagningsgrädde hemlagad,Rätter,286,11.4,19.8,15.0,2.1,1.2,0,0,9.2,6.8,2.6,83.0,1.45,0.55,0.6,1.4,96,0.3,2.2,False
Wrap vetetortilla m. fetaost oliver sallad vitlöksdressing,Rätter,175,5.1,7.5,20.1,2.9,0.9,0,0,3.1,2.8,1.0,8.5,0.1,0.1,1.8,0.4,96,0.2,0.8,False
Matmuffins grov fullkorn m. getost fårost broccoli spenat soltorkade tomater,Rätter,292,9.5,16.0,26.0,3.4,3.5,0,20,3.9,7.6,3.5,38.2,0.0,0.21,1.6,0.9,214,1.0,2.5,False
Pizzapålägg m. tomatsås skinka champinjoner hårdost,Rätter,153,10.8,9.5,5.3,1.6,3.5,1,0,4.3,3.9,0.6,25.5,0.18,0.54,0.7,1.6,173,0.1,0.5,False
Paj m. ost skinka mellanmjölk hemlagad,Rätter,235,10.0,15.6,13.3,1.1,2.0,0,4,7.1,5.4,2.2,69.3,1.21,0.58,0.6,1.3,139,0.5,1.5,False
Smörgåstårta el. landgång,Rätter,237,8.7,15.5,15.1,1.8,2.5,1,0,4.6,7.4,2.2,47.5,0.39,0.55,0.6,0.6,57,0.5,1.6,False
Råris kokt m. salt,"Pasta, ris, gryn",107,2.5,0.9,21.3,1.3,0.5,0,0,0.2,0.3,0.4,0.0,0.0,0.0,0.5,0.6,8,0.0,0.4,True
Rismjöl vitt,Mjöl,358,5.8,0.5,80.2,2.1,0.2,0,0,0.1,0.1,0.2,0.0,0.0,0.0,0.2,1.0,6,0.0,0.2,True
Risdiet flingor,"Måltidsersättning, sportpreparat",371,7.0,1.1,80.9,2.1,0.3,0,0,0.3,0.3,0.4,0.0,0.0,0.0,0.4,0.8,10,0.0,0.4,True
Ris kinesiskt asiatiskt kokt u. salt tillagad på restaurang,"Pasta, ris, gryn",144,2.7,1.2,30.1,0.0,0.0,0,0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.6,2,0.0,0.4,True
Ris vildris okokt,"Pasta, ris, gryn",360,14.7,1.1,68.7,6.2,3.2,0,0,0.2,0.2,0.7,0.0,0.0,0.0,2.0,6.0,21,0.3,0.4,True
Ris vildris kokt m. salt,"Pasta, ris, gryn",102,4.0,0.3,19.5,1.8,0.7,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,1.3,3,0.1,0.1,True
Nudlar glasnudlar okokta,"Pasta, ris, gryn",350,0.2,0.1,85.6,0.5,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.4,25,0.0,0.0,True
Vinbladsdolma m. ris konserv. veg.,Rätter,162,2.5,11.3,11.5,2.5,2.0,0,0,1.7,2.7,6.1,0.0,0.0,0.0,1.0,0.4,43,0.7,5.4,True
Bovete hela el. krossade korn,"Flingor, frukostflingor, müsli, gröt, välling",353,9.6,2.5,70.0,3.7,1.2,0,0,0.4,0.8,0.7,0.0,0.0,0.0,1.6,1.4,12,0.0,0.7,False
Durra el. andra sorghumarter mjöl fullkorn,"Pasta, ris, gryn",351,10.3,4.7,61.4,9.7,0.9,0,100,0.8,1.5,2.1,0.0,0.0,0.0,3.3,2.7,16,0.1,2.0,True
Hirs hela el. krossade korn fullkorn,"Flingor, frukostflingor, müsli, gröt, välling",352,10.5,2.9,68.4,3.2,0.6,0,100,0.6,0.6,1.3,0.0,0.0,0.0,4.8,3.4,10,0.1,1.2,False
Mannagryn,"Pasta, ris, gryn",351,10.1,1.3,72.1,2.8,0.4,0,0,0.1,0.2,0.5,0.0,0.0,0.0,2.0,0.6,25,0.0,0.5,True
Bulgur,"Pasta, ris, gryn",353,12.3,1.3,68.2,7.7,0.4,0,0,0.2,0.2,0.5,0.0,0.0,0.0,2.5,1.9,35,0.0,0.5,True
Bulgur kokt,"Pasta, ris, gryn",129,4.3,1.2,23.1,4.0,0.3,0,0,0.2,0.1,0.5,0.0,0.0,0.0,0.6,0.7,12,0.0,0.5,True
Couscous,"Pasta, ris, gryn",361,12.8,0.6,72.4,5.0,1.5,0,0,0.1,0.1,0.2,0.0,0.0,0.0,1.1,0.8,24,0.0,0.2,True
Couscous tillagad,"Pasta, ris, gryn",108,3.8,0.2,21.8,1.4,0.2,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.3,8,0.0,0.1,True
Korngryn ångprep. fullkorn kokt m. salt,"Pasta, ris, gryn",80,1.8,0.4,13.6,7.6,0.0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,10,0.0,0.0,True
Hirs kokt m. salt fullkorn,"Pasta, ris, gryn",97,2.9,0.8,18.9,0.9,0.2,0,28,0.2,0.2,0.4,0.0,0.0,0.0,1.3,0.9,4,0.0,0.3,True
Majsgryn polenta kokt m. salt,"Pasta, ris, gryn",68,1.7,0.4,13.4,1.4,0.1,0,0,0.1,0.1,0.2,0.0,0.0,0.0,0.2,0.2,1,0.0,0.2,True
Apelsinris,Rätter,95,2.0,3.7,12.8,0.6,7.0,2,0,2.2,0.9,0.2,10.1,0.4,0.16,0.1,0.2,56,0.0,0.1,False
Ris à la Malta m. grädde fett 40%,Rätter,132,2.9,6.3,15.6,0.1,7.0,4,0,3.9,1.6,0.3,17.7,0.69,0.28,0.0,0.4,79,0.1,0.2,False
Risgrynskaka risgrynspudding,Rätter,142,4.1,7.5,14.5,0.1,6.7,4,0,3.9,2.3,0.7,51.7,0.86,0.39,0.2,0.5,79,0.1,0.5,False
Rismål fett 6%,"Flingor, frukostflingor, müsli, gröt, välling",154,2.8,6.4,20.8,1.0,12.0,8,0,4.1,1.6,0.2,21.4,0.1,0.13,0.0,0.3,54,0.0,0.2,False
"Rismål lätt fett 1,5%","Flingor, frukostflingor, müsli, gröt, välling",103,2.1,1.5,19.9,0.0,8.8,6,0,1.0,0.4,0.1,4.3,0.1,0.08,0.0,0.3,43,0.0,0.1,False
Paella,Rätter,147,11.0,6.0,11.9,0.4,0.6,0,0,1.6,3.1,0.9,37.1,0.3,1.28,1.1,1.1,17,0.1,0.6,False
Nudelsoppa m. risnudlar curry sesamolja,Rätter,52,0.7,0.7,10.3,0.5,0.2,0,0,0.3,0.2,0.1,0.0,0.0,0.0,0.4,0.3,19,0.0,0.1,True
Pasta okokt,"Pasta, ris, gryn",358,11.9,1.3,71.5,4.0,0.5,0,0,0.1,0.2,0.5,0.0,0.0,0.0,1.3,1.0,27,0.0,0.5,True
Pasta kokt u. salt,"Pasta, ris, gryn",128,4.2,0.5,25.8,0.7,0.6,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.5,0.4,10,0.0,0.2,True
Pasta fullkorn okokt,"Pasta, ris, gryn",345,11.0,1.5,66.6,8.8,0.5,0,55,0.2,0.2,0.7,0.0,0.0,0.0,6.5,1.0,30,0.1,0.6,True
Pasta färsk m. ägg kokt u. salt,"Pasta, ris, gryn",132,5.3,1.6,22.8,1.7,0.5,0,0,0.4,0.6,0.4,30.2,0.0,0.0,0.7,0.5,110,0.0,0.4,False
Stuvade makaroner,Rätter,150,6.7,3.5,22.1,1.0,5.0,0,0,2.1,0.8,0.2,12.1,1.07,0.45,0.3,0.6,139,0.0,0.2,False
Pastagratäng makaronipudding,Rätter,129,7.9,4.6,13.4,1.0,2.0,0,0,2.0,1.6,0.5,46.7,0.4,0.41,0.5,0.9,87,0.1,0.4,False
Spagetti m. köttfärssås,Rätter,128,6.7,3.3,17.0,1.6,1.9,0,0,1.1,1.5,0.4,10.8,0.05,0.17,0.9,1.2,16,0.1,0.4,False
Ravioli m. sås värmd frysvara el. konserv.,Rätter,106,3.8,3.5,14.7,0.2,0.4,0,0,1.6,1.4,0.3,9.0,0.05,0.3,1.0,0.6,12,0.0,0.3,False
Tortellini m. kött kokt,"Pasta, ris, gryn",157,5.6,4.3,22.2,3.0,1.1,1,0,1.5,1.8,0.7,46.3,0.0,0.2,0.9,0.8,172,0.0,0.6,False
Lasagne m. spenat chèvre veg. ,Rätter,144,6.7,7.1,12.1,2.1,3.2,0,0,3.6,2.2,0.8,16.7,0.41,0.18,0.7,0.6,112,0.1,0.7,False
Pastagratäng makaronipudding veg.,Rätter,123,6.4,3.9,15.0,1.1,2.1,0,0,1.8,1.2,0.4,45.2,0.39,0.38,0.5,0.7,98,0.1,0.4,False
Lasagne värmd frysvara,Rätter,140,6.6,5.9,14.4,1.1,2.5,3,0,3.0,2.1,0.5,14.1,0.1,0.23,0.5,0.7,57,0.1,0.4,False
Nudlar äggnudlar okokta,"Pasta, ris, gryn",377,14.0,4.2,68.2,2.9,1.8,0,0,0.9,1.2,1.2,95.0,0.3,0.4,1.9,1.6,31,0.1,1.1,False
Tortellini m. ostfyllning kokt,"Pasta, ris, gryn",186,7.2,5.3,25.7,2.6,1.2,0,0,3.0,1.5,0.5,40.8,0.0,0.22,0.7,0.9,434,0.0,0.4,False
Nudelsoppa olika smaker kryddad,Rätter,81,1.9,3.4,9.4,2.5,0.5,0,0,1.1,1.0,0.2,0.0,0.0,0.0,0.3,0.2,80,0.0,0.2,True
Bondbönor torkade,"Grönsaker, baljväxter, svamp",318,25.0,1.7,41.9,16.4,3.5,0,0,0.2,0.3,0.7,0.0,0.0,0.0,7.1,2.8,102,0.0,0.7,True
Bruna bönor torkade,"Grönsaker, baljväxter, svamp",317,22.0,1.5,45.1,16.4,4.6,0,0,0.2,0.1,0.9,0.0,0.0,0.0,5.0,2.0,135,0.6,0.3,True
Kidney bönor torkade,"Grönsaker, baljväxter, svamp",326,19.9,1.8,48.6,16.6,1.5,0,0,0.3,0.1,0.9,0.0,0.0,0.0,6.1,2.7,126,0.6,0.4,True
Röda bönor torkade kokta u. salt,"Grönsaker, baljväxter, svamp",108,7.8,0.5,14.5,6.9,1.5,0,0,0.1,0.0,0.3,0.0,0.0,0.0,1.5,1.0,38,0.2,0.1,True
Vita bönor torkade,"Grönsaker, baljväxter, svamp",319,22.0,1.6,45.7,15.8,4.6,0,0,0.2,0.1,1.0,0.0,0.0,0.0,5.5,2.8,144,0.6,0.3,True
Vita bönor torkade kokta u. salt,"Grönsaker, baljväxter, svamp",108,7.8,0.6,14.2,7.0,1.5,0,0,0.1,0.0,0.4,0.0,0.0,0.0,2.7,1.0,50,0.2,0.1,True
Kikärtor torkade,"Grönsaker, baljväxter, svamp",331,18.8,5.1,39.6,25.2,1.0,0,0,0.5,0.9,2.3,0.0,0.0,0.0,6.8,3.4,150,0.1,2.2,True
Mungbönor torkade kokta u. salt,"Grönsaker, baljväxter, svamp",112,8.6,0.7,14.5,6.1,0.4,0,0,0.2,0.1,0.2,0.0,0.0,0.0,1.7,0.9,30,0.0,0.2,True
Linser torkade,"Grönsaker, baljväxter, svamp",339,24.4,0.8,52.5,10.4,2.0,0,0,0.1,0.1,0.3,0.0,0.0,0.0,7.1,3.6,44,0.0,0.3,True
Mungbönor torkade,"Grönsaker, baljväxter, svamp",322,22.5,1.1,46.1,17.0,0.5,0,0,0.3,0.0,0.6,0.0,0.0,0.0,4.9,2.7,92,0.2,0.4,True
Sojabönor torkade,"Grönsaker, baljväxter, svamp",410,37.8,19.4,10.2,22.6,2.2,0,0,3.0,4.8,11.1,0.0,0.0,0.0,8.2,3.5,195,1.3,9.8,True
Sojabönor torkade kokta u. salt,"Grönsaker, baljväxter, svamp",128,11.0,5.7,5.8,5.0,2.0,0,0,0.8,1.4,3.2,0.0,0.0,0.0,2.7,1.2,73,0.4,2.8,True
Vignabönor svartögda bönor torkade,"Grönsaker, baljväxter, svamp",336,23.0,1.5,52.1,9.4,4.6,0,0,0.4,0.1,0.6,0.0,0.0,0.0,5.8,2.0,74,0.2,0.4,True
Vignabönor svartögda bönor torkade kokta u. salt,"Grönsaker, baljväxter, svamp",69,5.1,0.3,9.1,4.7,2.2,0,0,0.1,0.0,0.1,0.0,0.0,0.0,1.3,0.8,17,0.0,0.1,True
Gröna el. gula ärtor torkade,"Grönsaker, baljväxter, svamp",317,21.5,1.0,49.2,10.7,2.1,0,0,0.2,0.1,0.5,0.0,0.0,0.0,6.0,3.8,59,0.1,0.4,True
Ärtsoppa m. fläsk hemlagad,Rätter,85,6.4,2.1,8.9,2.3,0.8,0,0,0.9,0.8,0.3,11.0,0.12,0.1,1.0,1.1,9,0.0,0.2,False
Gryta chili con carne,Rätter,103,7.5,3.9,7.8,3.3,2.1,0,0,1.2,1.8,0.7,11.7,0.08,0.16,1.2,1.3,33,0.2,0.4,False
Ärtsoppa fläsk tillagad konserv. m. vatten,Rätter,85,6.1,2.3,7.1,5.5,0.4,0,0,0.7,0.8,0.3,6.0,0.0,0.13,1.0,0.8,18,0.0,0.3,False
Vita bönor m. tomatsås konserv.,"Grönsaker, baljväxter, svamp",95,5.1,0.5,15.0,4.9,4.8,4,0,0.1,0.1,0.2,0.0,0.0,0.0,1.4,0.6,42,0.0,0.2,True
Bönsoppa vita bönor m. tomat veg. ,Rätter,51,2.5,1.7,4.9,3.3,2.0,0,0,0.2,0.8,0.5,0.0,0.06,0.0,0.7,0.3,26,0.2,0.4,True
Linssoppa veg. ,Rätter,85,4.9,0.3,14.1,2.5,1.0,0,0,0.1,0.1,0.1,0.0,0.0,0.0,1.4,0.7,14,0.0,0.1,True
Ärtsoppa veg.,Rätter,78,5.1,0.3,12.0,2.7,1.1,0,0,0.1,0.0,0.1,0.0,0.0,0.0,1.4,0.9,19,0.0,0.1,True
Tofu fast,"Quorn, sojaprotein, vegetariska produkter",70,6.6,4.2,1.2,0.4,0.2,0,0,0.6,1.0,2.4,0.0,0.0,0.0,0.9,0.6,86,0.3,2.0,True
Sojamjöl fett ca 20%,Mjöl,446,37.0,23.5,16.0,11.9,11.2,0,0,3.3,5.7,13.3,0.0,0.0,0.0,4.0,3.9,199,1.6,11.7,True
Sojadryck,Mejeri,34,3.1,1.5,1.9,0.0,0.5,0,0,0.2,0.3,0.6,0.0,0.0,0.0,0.4,0.3,14,0.1,0.5,True
Miso sojabönspasta fermenterad,Smaksättare,208,9.7,10.5,15.5,6.5,1.2,0,0,1.6,1.9,6.3,0.0,0.0,0.0,6.8,2.0,150,1.0,5.3,True
Sojasås,Smaksättare,57,7.5,0.0,6.6,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.4,21,0.0,0.0,True
Sojasås söt,Smaksättare,193,4.3,2.1,38.5,0.0,34.4,34,0,0.7,0.4,0.4,0.0,0.0,0.12,4.5,0.4,111,0.0,0.3,True
Korv veg. sojakorv konserv. fett 15%,"Quorn, sojaprotein, vegetariska produkter",199,12.0,15.0,3.5,2.0,1.0,1,0,2.3,3.6,8.3,0.0,0.0,0.0,2.7,0.3,73,1.1,7.2,True
Glass sojaglass mjölkfri fett 11%,Glass,216,2.2,11.0,27.0,0.0,20.6,21,0,3.5,4.2,2.7,0.0,0.0,0.0,0.4,0.2,13,0.3,2.4,True
Sojabönsbiff stekt,"Quorn, sojaprotein, vegetariska produkter",180,7.2,9.2,15.6,3.3,1.7,0,0,1.2,4.2,3.2,38.5,0.36,0.16,1.6,0.8,47,0.6,2.6,False
Korv veg. soja- och veteprotein tillagad typ grillkorv,"Quorn, sojaprotein, vegetariska produkter",128,16.3,1.7,9.3,4.8,1.5,0,0,0.2,0.7,0.6,0.0,0.0,0.0,1.8,1.0,51,0.1,0.5,True
Falafel kikärtsbiff friterad hemlagad,Rätter,158,6.8,7.2,11.6,10.2,1.2,0,0,1.0,3.0,2.6,0.0,0.0,0.0,1.6,1.1,99,0.3,2.3,True
Lamm bog rå,Kött,134,20.1,5.9,0.0,0.0,0.0,0,0,2.4,2.4,0.4,63.2,0.0,2.36,1.4,3.7,5,0.1,0.3,False
Lamm kotlett rå,Kött,230,19.0,17.3,0.0,0.0,0.0,0,0,7.9,6.7,0.9,69.9,0.0,0.88,1.5,2.1,12,0.2,0.6,False
Lamm lägg rå,Kött,137,24.5,4.2,0.0,0.0,0.0,0,0,2.0,1.5,0.3,78.0,0.4,1.2,1.5,3.4,20,0.0,0.2,False
Lamm rygg el. hals rå,Kött,177,17.6,11.9,0.0,0.0,0.0,0,0,6.0,4.5,0.9,78.0,0.4,1.2,1.5,3.4,18,0.1,0.5,False
Lamm stek rå,Kött,108,20.9,2.6,0.0,0.0,0.0,0,0,1.0,1.0,0.3,61.9,0.0,1.57,2.1,3.5,4,0.0,0.2,False
Lamm färs rå fett 20%,Kött,245,17.4,19.7,0.0,0.0,0.0,0,0,9.2,7.4,1.1,69.7,0.0,1.56,1.7,3.7,12,0.2,0.8,False
Lamm tunnbringa rå,Kött,184,17.8,12.6,0.0,0.0,0.0,0,0,6.3,4.7,1.0,78.0,0.4,1.2,1.6,3.4,15,0.1,0.5,False
Lamm kotlett rå fett bortskuret,Kött,103,20.0,2.5,0.0,0.0,0.0,0,0,1.2,0.9,0.2,78.0,0.4,1.2,1.6,3.4,15,0.0,0.1,False
Hare kött rå,Kött,115,21.5,3.1,0.0,0.0,0.0,0,0,1.3,0.6,1.0,60.0,0.37,1.0,4.2,1.0,20,0.3,0.6,False
Hjort dovhjort bog rå,Kött,106,22.5,1.6,0.0,0.0,0.0,0,0,0.8,0.3,0.3,64.9,0.0,2.77,2.6,3.8,5,0.0,0.1,False
Hjort dovhjort stek rå,Kött,98,22.0,1.0,0.0,0.0,0.0,0,0,0.4,0.2,0.2,62.1,0.0,2.26,2.5,2.3,4,0.0,0.1,False
Hjort ryggbiff rå,Kött,102,22.6,1.2,0.0,0.0,0.0,0,0,0.5,0.3,0.3,59.0,0.4,2.3,3.3,2.8,9,0.0,0.1,False
Häst kött rå,Kött,166,19.0,10.0,0.0,0.0,0.0,0,0,3.6,3.3,2.6,75.0,0.4,3.1,3.5,2.7,10,1.0,1.1,False
Kalv bog rå,Kött,106,19.9,2.8,0.0,0.0,0.0,0,0,1.0,1.2,0.3,71.0,0.3,1.3,1.9,3.4,13,0.0,0.2,False
Kalv bringa rå,Kött,186,18.1,12.7,0.0,0.0,0.0,0,0,5.5,5.8,0.8,71.0,0.3,1.3,1.5,4.2,14,0.0,0.5,False
Kalv filé rå,Kött,105,20.0,2.7,0.0,0.0,0.0,0,0,1.0,1.2,0.2,71.0,0.3,1.3,1.7,3.4,5,0.0,0.1,False
Kalv fransyska rå,Kött,108,19.9,3.1,0.0,0.0,0.0,0,0,1.2,1.4,0.3,71.0,0.3,1.3,1.7,3.4,10,0.0,0.2,False
Kalv innanlår rå,Kött,107,21.0,2.5,0.0,0.0,0.0,0,0,0.9,1.1,0.2,71.0,0.3,1.3,1.8,3.4,13,0.0,0.1,False
Kalv kotlett rå,Kött,122,20.5,4.4,0.0,0.0,0.0,0,0,1.6,1.9,0.4,71.0,0.3,1.3,1.7,4.3,12,0.0,0.2,False
Kalv lägg rå,Kött,98,20.0,1.9,0.0,0.0,0.0,0,0,0.7,0.8,0.2,71.0,0.3,1.3,1.9,3.4,11,0.0,0.1,False
Kalv ytterlår rå,Kött,117,21.2,3.5,0.0,0.0,0.0,0,0,1.3,1.5,0.3,71.0,0.3,1.3,1.7,3.4,10,0.0,0.2,False
Kalv tunnbringa rå,Kött,173,18.7,11.0,0.0,0.0,0.0,0,0,4.3,5.0,1.1,71.0,0.3,1.3,1.7,4.2,14,0.1,0.6,False
Kalv högrev rå,Kött,135,19.2,6.4,0.0,0.0,0.0,0,0,2.8,2.9,0.4,71.0,0.3,1.3,1.6,4.3,15,0.0,0.2,False
Kanin kött rå,Kött,125,22.0,4.0,0.0,0.0,0.0,0,0,1.6,0.8,1.3,71.0,0.4,10.0,1.8,1.7,13,0.4,0.8,False
Nöt clubstek biff rå m. ben,Kött,162,19.7,9.3,0.0,0.0,0.0,0,0,4.4,3.8,0.4,54.0,0.5,1.4,2.3,5.4,7,0.0,0.2,False
Nöt ryggbiff rå,Kött,123,21.8,3.8,0.0,0.0,0.0,0,0,1.6,1.7,0.2,52.0,0.5,1.4,2.2,3.8,6,0.0,0.1,False
Nöt oxbringa rå,Kött,205,17.6,15.1,0.0,0.0,0.0,0,0,7.2,6.1,0.6,62.0,1.0,1.4,2.1,4.4,4,0.1,0.4,False
Nöt oxbringa rimmad rå,Kött,205,17.6,15.1,0.0,0.0,0.0,0,0,7.2,6.1,0.6,62.0,1.0,1.1,2.1,4.4,4,0.1,0.4,False
Nöt oxfilé rå,Kött,124,21.7,4.1,0.0,0.0,0.0,0,0,2.0,1.4,0.3,56.8,0.0,1.48,2.3,2.6,4,0.0,0.2,False
Nöt fransyska rå,Kött,116,20.8,3.5,0.0,0.0,0.0,0,0,1.5,1.4,0.2,53.0,0.5,1.2,2.4,4.8,6,0.0,0.1,False
Nöt färs rå fett 10%,Kött,182,20.1,11.3,0.0,0.0,0.0,0,0,5.0,5.1,0.5,59.9,0.09,1.52,2.0,5.0,8,0.1,0.4,False
Nöt högrev rå fett bortskuret,Kött,145,20.6,6.9,0.0,0.0,0.0,0,0,3.2,2.9,0.4,60.2,0.07,1.5,2.6,7.0,6,0.1,0.2,False
Nöt innanlår rå,Kött,111,23.8,1.6,0.0,0.0,0.0,0,0,0.7,0.6,0.1,59.6,0.0,1.02,2.9,4.2,4,0.0,0.1,False
Nöt lägg rå,Kött,108,20.5,2.8,0.0,0.0,0.0,0,0,1.2,1.2,0.2,53.0,0.6,1.4,2.7,4.4,11,0.0,0.1,False
Nöt bog el. märgpipa rå,Kött,118,21.0,3.7,0.0,0.0,0.0,0,0,1.5,1.5,0.2,53.0,0.6,1.2,2.3,4.9,6,0.0,0.1,False
Nöt rostbiff rå,Kött,121,22.7,3.2,0.0,0.0,0.0,0,0,1.4,1.2,0.2,60.7,0.0,1.35,2.9,3.6,5,0.0,0.1,False
Nöt rulle rimmad rå,Kött,103,21.5,1.8,0.0,0.0,0.0,0,0,0.8,0.8,0.1,53.0,0.5,1.4,2.7,4.4,5,0.0,0.0,False
Nöt ytterlår rå,Kött,111,21.3,2.8,0.0,0.0,0.0,0,0,1.2,1.2,0.2,52.0,0.5,1.4,2.4,4.2,6,0.0,0.1,False
Nöt entrecôte rå,Kött,142,21.7,6.1,0.0,0.0,0.0,0,0,3.0,2.4,0.3,52.4,0.07,0.69,2.1,4.1,5,0.0,0.2,False
Nöt grytbitar rå,Kött,145,20.6,6.9,0.0,0.0,0.0,0,0,3.2,2.9,0.4,60.2,0.07,1.5,2.6,7.0,6,0.1,0.2,False
Nöt kött hackebiff rå frysvara,Rätter,159,20.0,8.8,0.0,0.0,0.0,0,0,4.2,3.6,0.3,54.0,0.5,1.4,2.3,5.4,7,0.0,0.2,False
Nöt färs rå fett 15%,Kött,211,19.4,15.0,0.0,0.0,0.0,0,0,6.6,6.9,0.6,61.7,0.15,1.57,1.9,4.9,7,0.1,0.4,False
Ren stek rå,Kött,108,22.6,1.8,0.0,0.0,0.0,0,0,0.7,0.5,0.4,69.1,0.0,2.14,3.4,2.8,4,0.0,0.2,False
Ren bog rå,Kött,109,23.3,1.6,0.0,0.0,0.0,0,0,0.7,0.5,0.2,66.3,0.0,3.75,3.7,5.3,4,0.0,0.1,False
Ren skav rå frysvara,Kött,126,20.3,4.9,0.0,0.0,0.0,0,0,2.4,1.6,0.3,74.5,0.0,2.31,3.2,4.9,7,0.0,0.2,False
Rådjur kött rå,Kött,108,24.0,1.2,0.0,0.0,0.0,0,0,0.5,0.3,0.2,67.0,0.0,2.14,2.5,2.8,6,0.0,0.2,False
Gris bog rå,Kött,137,18.5,7.0,0.0,0.0,0.0,0,0,3.0,2.9,0.8,58.0,0.57,0.63,1.5,2.8,7,0.0,0.6,False
Gris fläskfilé rå,Kött,107,20.6,2.6,0.0,0.0,0.0,0,0,1.0,1.2,0.2,50.0,0.57,0.76,1.4,1.7,5,0.0,0.2,False
Gris fläskkotlett rå fettkant 5 mm,Kött,185,19.4,12.0,0.0,0.0,0.0,0,0,5.2,4.9,1.3,58.0,0.57,0.68,1.5,2.9,6,0.1,1.0,False
Gris revbensspjäll rå,Kött,193,17.7,13.7,0.0,0.0,0.0,0,0,5.9,5.6,1.5,58.0,0.57,0.68,1.5,2.9,11,0.1,1.2,False
Gris fötter rå,Kött,207,23.5,12.6,0.0,0.0,0.0,0,0,5.4,5.2,1.4,58.0,0.57,0.6,0.8,1.7,59,0.1,1.1,False
Gris skinka julskinka rimmad rå fett ca 3%,Pålägg,108,20.1,3.0,0.0,0.0,0.0,0,0,1.1,1.3,0.3,38.0,0.57,0.71,1.4,1.9,6,0.0,0.2,False
