"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Lower","7 Jan 2026, 19:21","7 Jan 2026, 20:01","","Squat (Barbell)",,"",0,"normal",60,5,,,
"Lower","7 Jan 2026, 19:21","7 Jan 2026, 20:01","","Squat (Barbell)",,"",1,"normal",90,5,,,
"Lower","7 Jan 2026, 19:21","7 Jan 2026, 20:01","","Squat (Barbell)",,"",2,"normal",100,3,,,
"Lower","7 Jan 2026, 19:21","7 Jan 2026, 20:01","","Calf Press on Seated Leg Press",,"Två ben",0,"normal",170,10,,,
"Lower","7 Jan 2026, 19:21","7 Jan 2026, 20:01","","Calf Press on Seated Leg Press",,"Två ben",1,"normal",170,13,,,
"Lower","7 Jan 2026, 19:21","7 Jan 2026, 20:01","","Lying Leg Curl (Machine)",,"",0,"normal",52.5,8,,,
"Lower","7 Jan 2026, 19:21","7 Jan 2026, 20:01","","Lying Leg Curl (Machine)",,"",1,"normal",50,7,,,
"Lower","7 Jan 2026, 19:21","7 Jan 2026, 20:01","","Leg Extension (Machine)",,"",0,"normal",80,10,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Bench Press (Barbell)",,"",0,"normal",60,5,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Bench Press (Barbell)",,"",1,"normal",80,5,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Bench Press (Barbell)",,"",2,"normal",80,7,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",65,8,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",75,8,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",80,7,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Lateral Raise (Machine)",,"",0,"normal",55,9,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Lateral Raise (Machine)",,"",1,"normal",55,7,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Chest Press (Machine)",,"",0,"normal",80,8,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Chest Press (Machine)",,"",1,"normal",90,5,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Preacher Curl (Machine)",,"",0,"normal",30,10,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Preacher Curl (Machine)",,"",1,"normal",20,7,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Triceps Extension (Cable)",,"Litet svart rep",0,"normal",27.5,10,,,
"Upper","2 Jan 2026, 17:07","2 Jan 2026, 17:58","","Triceps Rope Pushdown",,"",0,"normal",25,8,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Incline Chest Press (Machine)",,"Hoist. Inre grepp. Stol 4",0,"normal",50,8,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Incline Chest Press (Machine)",,"Hoist. Inre grepp. Stol 4",1,"normal",80,8,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Incline Chest Press (Machine)",,"Hoist. Inre grepp. Stol 4",2,"normal",100,9,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",60,8,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",80,9,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Lateral Raise (Dumbbell)",,"",0,"normal",11,9,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Lateral Raise (Dumbbell)",,"",1,"normal",11,7,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Triceps Extension (Cable)",,"",0,"normal",25,10,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Triceps Rope Pushdown",,"",0,"normal",22.5,13,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Hammer Curl (Dumbbell)",,"",0,"normal",17.5,9,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Hammer Curl (Dumbbell)",,"",1,"normal",12.5,10,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Face Pull",,"Ljust rep. Life fitness",0,"normal",17.5,15,,,
"Upper","30 Dec 2025, 19:20","30 Dec 2025, 20:04","","Face Pull",,"Ljust rep. Life fitness",1,"normal",28.75,6,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Incline Bench Press (Dumbbell)",,"",0,"normal",27.5,5,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Incline Bench Press (Dumbbell)",,"",1,"normal",30,6,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Incline Bench Press (Dumbbell)",,"",2,"normal",30,8,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",80,8,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",90,8,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Lateral Raise (Dumbbell)",,"",0,"normal",11,8,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Lateral Raise (Dumbbell)",,"",1,"normal",11,6,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Bicep Curl (Barbell)",,"",0,"normal",25,8,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Bicep Curl (Barbell)",,"",1,"normal",25,9,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Overhead Press (Dumbbell)",,"",0,"normal",15,8,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Overhead Press (Dumbbell)",,"",1,"normal",20,10,,,
"Upper","26 Dec 2025, 14:23","26 Dec 2025, 15:10","Kelso shrugs i techno row. 50 kg x8. Längst ner","Face Pull",,"Från högt till lite lägre än vanligt. Långa svarta repet",0,"normal",20,17,,,
"Lower","23 Dec 2025, 14:22","23 Dec 2025, 14:59","","Squat (Barbell)",,"",0,"normal",60,5,,,
"Lower","23 Dec 2025, 14:22","23 Dec 2025, 14:59","","Squat (Barbell)",,"",1,"normal",90,5,,,
"Lower","23 Dec 2025, 14:22","23 Dec 2025, 14:59","","Calf Press on Seated Leg Press",,"Två ben",0,"normal",170,14,,,
"Lower","23 Dec 2025, 14:22","23 Dec 2025, 14:59","","Calf Press on Seated Leg Press",,"Två ben",1,"normal",170,13,,,
"Lower","23 Dec 2025, 14:22","23 Dec 2025, 14:59","","Lying Leg Curl (Machine)",,"",0,"normal",50,10,,,
"Lower","23 Dec 2025, 14:22","23 Dec 2025, 14:59","","Lying Leg Curl (Machine)",,"",1,"normal",45,8,,,
"Lower","23 Dec 2025, 14:22","23 Dec 2025, 14:59","","Hip Adduction (Machine)",,"",0,"normal",47.5,8,,,
"Lower","23 Dec 2025, 14:22","23 Dec 2025, 14:59","","Hip Adduction (Machine)",,"",1,"normal",45,6,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Bench Press (Barbell)",,"Utan safeties",0,"normal",60,8,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Bench Press (Barbell)",,"Utan safeties",1,"normal",80,7,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Lat Pulldown (Cable)",,"",0,"normal",70,8,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Lat Pulldown (Cable)",,"",1,"normal",80,12,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Chest Press (Machine)",,"Techno 6. Inre greppet",0,"normal",70,8,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Chest Press (Machine)",,"Techno 6. Inre greppet",1,"normal",80,9,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",85,8,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",75,6,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Preacher Curl (Barbell)",,"",0,"normal",27,8,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Preacher Curl (Barbell)",,"",1,"normal",22,8,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Lateral Raise (Dumbbell)",,"",0,"normal",10,8,,,
"Upper","22 Dec 2025, 16:24","22 Dec 2025, 17:19","","Lateral Raise (Dumbbell)",,"",1,"normal",10,9,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Chest Press (Machine)",,"Techno 6. Inre greppet",0,"normal",50,10,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Chest Press (Machine)",,"Techno 6. Inre greppet",1,"normal",75,8,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Chest Press (Machine)",,"Techno 6. Inre greppet",2,"normal",85,8,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Lat Pulldown - Close Grip (Cable)",,"Thor axelbrett",0,"normal",85,8,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Lat Pulldown - Close Grip (Cable)",,"Thor axelbrett",1,"normal",95,5,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Lat Pulldown - Close Grip (Cable)",,"Thor axelbrett",2,"normal",75,8,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Lateral Raise (Machine)",,"8",0,"normal",50,8,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Lateral Raise (Machine)",,"8",1,"normal",45,9,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Preacher Curl (Machine)",,"",0,"normal",30,8,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Preacher Curl (Machine)",,"",1,"normal",30,7,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",25,8,,,
"Upper","19 Dec 2025, 18:41","19 Dec 2025, 19:33","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",20,10,,,
"Lower","17 Dec 2025, 18:35","17 Dec 2025, 19:10","","Squat (Barbell)",,"",0,"normal",60,5,,,
"Lower","17 Dec 2025, 18:35","17 Dec 2025, 19:10","","Squat (Barbell)",,"",1,"normal",90,3,,,
"Lower","17 Dec 2025, 18:35","17 Dec 2025, 19:10","","Squat (Barbell)",,"",2,"normal",110,2,,,
"Lower","17 Dec 2025, 18:35","17 Dec 2025, 19:10","","Calf Press on Seated Leg Press",,"Två ben",0,"normal",160,12,,,
"Lower","17 Dec 2025, 18:35","17 Dec 2025, 19:10","","Calf Press on Seated Leg Press",,"Två ben",1,"normal",160,15,,,
"Lower","17 Dec 2025, 18:35","17 Dec 2025, 19:10","","Lying Leg Curl (Machine)",,"",0,"normal",45,8,,,
"Lower","17 Dec 2025, 18:35","17 Dec 2025, 19:10","","Lying Leg Curl (Machine)",,"",1,"normal",45,9,,,
"Lower","17 Dec 2025, 18:35","17 Dec 2025, 19:10","","Leg Extension (Machine)",,"-",0,"normal",70,8,,,
"Lower","17 Dec 2025, 18:35","17 Dec 2025, 19:10","","Leg Extension (Machine)",,"-",1,"normal",70,8,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Iso-Lateral Chest Press (Machine)",,"Hoist 4",0,"normal",50,8,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Iso-Lateral Chest Press (Machine)",,"Hoist 4",1,"normal",100,8,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Iso-Lateral Chest Press (Machine)",,"Hoist 4",2,"normal",100,10,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Lat Pulldown (Cable)",,"",0,"normal",70,8,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Lat Pulldown (Cable)",,"",1,"normal",70,11,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Lateral Raise (Cable)",,"-",0,"normal",7,8,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Lateral Raise (Cable)",,"-",1,"normal",7,9,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Triceps Extension (Cable)",,"Svarta repet",0,"normal",25,12,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Triceps Rope Pushdown",,"Svarta repet",0,"normal",22.5,9,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Bicep Curl (Cable)",,"Svarta repet",0,"normal",25,12,,,
"Upper","15 Dec 2025, 19:06","15 Dec 2025, 19:42","","Bicep Curl (Cable)",,"Svarta repet",1,"normal",25,8,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Deadlift (Barbell)",,"Remmar och bälte",0,"normal",70,5,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Deadlift (Barbell)",,"Remmar och bälte",1,"normal",110,3,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Deadlift (Barbell)",,"Remmar och bälte",2,"normal",140,1,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Deadlift (Barbell)",,"Remmar och bälte",3,"normal",150,1,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Deadlift (Barbell)",,"Remmar och bälte",4,"normal",160,1,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Calf Press on Seated Leg Press",,"Ett ben",0,"normal",110,10,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Calf Press on Seated Leg Press",,"Ett ben",1,"normal",110,10,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Lying Leg Curl (Machine)",,"",0,"normal",52.5,8,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Leg Extension (Machine)",,"-",0,"normal",80,13,,,
"Lower","9 Dec 2025, 18:18","9 Dec 2025, 19:03","","Hip Adduction (Machine)",,"",0,"normal",45,10,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Incline Bench Press (Smith Machine)",,"",0,"normal",55,8,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Incline Bench Press (Smith Machine)",,"",1,"normal",75,5,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,5,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",80,8,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",90,8,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Overhead Press (Barbell)",,"",0,"normal",40,5,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Overhead Press (Barbell)",,"",1,"normal",50,5,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Lateral Raise (Cable)",,"Nyare maskinen känns lite tyngre",0,"normal",5,12,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Lateral Raise (Cable)",,"Nyare maskinen känns lite tyngre",1,"normal",7.5,3,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Preacher Curl (Barbell)",,"",0,"normal",27,8,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Preacher Curl (Barbell)",,"",1,"normal",27,5,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Triceps Rope Pushdown",,"",0,"normal",25,10,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Triceps Extension (Cable)",,"",0,"normal",25,7,,,
"Upper","8 Dec 2025, 19:06","8 Dec 2025, 19:59","","Iso-Lateral Row (Machine)",,"PS. En arm åt gången. Extra brett",0,"normal",20,12,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Deadlift (Barbell)",,"",0,"normal",60,5,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Deadlift (Barbell)",,"",1,"normal",100,3,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Deadlift (Barbell)",,"",2,"normal",130,1,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Deadlift (Barbell)",,"",3,"normal",150,1,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Calf Press (Machine)",,"PS hack",0,"normal",40,10,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Calf Press (Machine)",,"PS hack",1,"normal",80,20,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Leg Extension (Machine)",,"-",0,"normal",70,8,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Leg Extension (Machine)",,"-",1,"normal",95,8,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Hip Thrust (Machine)",,"",0,"normal",40,8,,,
"Lower","6 Dec 2025, 17:27","6 Dec 2025, 18:17","","Hip Thrust (Machine)",,"",1,"normal",60,10,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Bench Press (Barbell)",,"",0,"normal",60,8,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Bench Press (Barbell)",,"",1,"normal",80,5,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Bench Press (Barbell)",,"",2,"normal",90,3,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Lat Pulldown (Cable)",,"",0,"normal",75,6,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Lat Pulldown (Cable)",,"",1,"normal",85,7,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Lateral Raise (Cable)",,"",0,"normal",5,12,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Lateral Raise (Cable)",,"",1,"normal",7.5,5,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Incline Chest Press (Machine)",,"",0,"normal",50,8,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Incline Chest Press (Machine)",,"",1,"normal",80,9,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",80,8,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",80,8,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Bicep Curl (Dumbbell)",,"Samtidiga",0,"normal",15,8,,,
"Upper","5 Dec 2025, 18:57","5 Dec 2025, 19:50","","Bicep Curl (Dumbbell)",,"Samtidiga",1,"normal",12.5,9,,,
"Lower","3 Dec 2025, 18:45","3 Dec 2025, 19:21","","Deadlift (Barbell)",,"Ej max",0,"normal",60,5,,,
"Lower","3 Dec 2025, 18:45","3 Dec 2025, 19:21","","Deadlift (Barbell)",,"Ej max",1,"normal",100,5,,,
"Lower","3 Dec 2025, 18:45","3 Dec 2025, 19:21","","Deadlift (Barbell)",,"Ej max",2,"normal",120,3,,,
"Lower","3 Dec 2025, 18:45","3 Dec 2025, 19:21","","Deadlift (Barbell)",,"Ej max",3,"normal",140,2,,,
"Lower","3 Dec 2025, 18:45","3 Dec 2025, 19:21","","Leg Extension (Machine)",,"-",0,"normal",75,5,,,
"Lower","3 Dec 2025, 18:45","3 Dec 2025, 19:21","","Leg Extension (Machine)",,"-",1,"normal",95,8,,,
"Lower","3 Dec 2025, 18:45","3 Dec 2025, 19:21","","Calf Press on Seated Leg Press",,"",0,"normal",220,8,,,
"Lower","3 Dec 2025, 18:45","3 Dec 2025, 19:21","","Calf Press on Seated Leg Press",,"",1,"normal",220,8,,,
"Lower","3 Dec 2025, 18:45","3 Dec 2025, 19:21","","Lying Leg Curl (Machine)",,"",0,"normal",50,8,,,
"Upper","2 Dec 2025, 18:45","2 Dec 2025, 19:15","Återhämtningspass efter förkylning","Incline Bench Press (Smith Machine)",,"",0,"normal",45,5,,,
"Upper","2 Dec 2025, 18:45","2 Dec 2025, 19:15","Återhämtningspass efter förkylning","Incline Bench Press (Smith Machine)",,"",1,"normal",65,8,,,
"Upper","2 Dec 2025, 18:45","2 Dec 2025, 19:15","Återhämtningspass efter förkylning","Incline Bench Press (Smith Machine)",,"",2,"normal",75,6,,,
"Upper","2 Dec 2025, 18:45","2 Dec 2025, 19:15","Återhämtningspass efter förkylning","Seated Cable Row - V Grip (Cable)",,"",0,"normal",75,12,,,
"Upper","2 Dec 2025, 18:45","2 Dec 2025, 19:15","Återhämtningspass efter förkylning","Seated Cable Row - V Grip (Cable)",,"",1,"normal",80,8,,,
"Upper","2 Dec 2025, 18:45","2 Dec 2025, 19:15","Återhämtningspass efter förkylning","Overhead Press (Barbell)",,"",0,"normal",40,8,,,
"Upper","2 Dec 2025, 18:45","2 Dec 2025, 19:15","Återhämtningspass efter förkylning","Preacher Curl (Machine)",,"",0,"normal",20,8,,,
"Upper","2 Dec 2025, 18:45","2 Dec 2025, 19:15","Återhämtningspass efter förkylning","Preacher Curl (Machine)",,"",1,"normal",30,6,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Deadlift (Barbell)",,"Ej max",0,"normal",60,5,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Deadlift (Barbell)",,"Ej max",1,"normal",90,5,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Deadlift (Barbell)",,"Ej max",2,"normal",110,3,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Deadlift (Barbell)",,"Ej max",3,"normal",130,3,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Leg Extension (Machine)",,"-",0,"normal",80,8,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Leg Extension (Machine)",,"-",1,"normal",95,8,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Calf Press on Seated Leg Press",,"",0,"normal",210,13,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Calf Press on Seated Leg Press",,"",1,"normal",210,9,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Hip Adduction (Machine)",,"",0,"normal",45,9,,,
"Lower","25 Nov 2025, 18:15","25 Nov 2025, 19:03","","Hip Adduction (Machine)",,"",1,"normal",40,8,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Bench Press (Barbell)",,"Långfinger",0,"normal",50,5,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Bench Press (Barbell)",,"Långfinger",1,"normal",70,5,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Bench Press (Barbell)",,"Långfinger",2,"normal",88,4,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Bench Press (Barbell)",,"Långfinger",3,"normal",88,3,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Lat Pulldown (Cable)",,"",0,"normal",60,8,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Lat Pulldown (Cable)",,"",1,"normal",70,8,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Lat Pulldown (Cable)",,"",2,"normal",80,9,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Lateral Raise (Dumbbell)",,"",0,"normal",12.5,6,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Lateral Raise (Dumbbell)",,"",1,"normal",11,9,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Iso-Lateral Chest Press (Machine)",,"Hoist. Läge 4. Efter bänk",0,"normal",90,10,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Iso-Lateral Chest Press (Machine)",,"Hoist. Läge 4. Efter bänk",1,"normal",90,9,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",25,7,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",20,8,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Bicep Curl (Barbell)",,"",0,"normal",30,8,,,
"Upper","24 Nov 2025, 19:25","24 Nov 2025, 20:28","","Bicep Curl (Barbell)",,"",1,"normal",30,8,,,
"Lower","22 Nov 2025, 13:47","22 Nov 2025, 14:12","Förkortat pass","Squat (Barbell)",,"",0,"normal",60,5,,,
"Lower","22 Nov 2025, 13:47","22 Nov 2025, 14:12","Förkortat pass","Squat (Barbell)",,"",1,"normal",100,3,,,
"Lower","22 Nov 2025, 13:47","22 Nov 2025, 14:12","Förkortat pass","Calf Press on Seated Leg Press",,"",0,"normal",200,13,,,
"Lower","22 Nov 2025, 13:47","22 Nov 2025, 14:12","Förkortat pass","Calf Press on Seated Leg Press",,"",1,"normal",200,12,,,
"Lower","22 Nov 2025, 13:47","22 Nov 2025, 14:12","Förkortat pass","Lying Leg Curl (Machine)",,"",0,"normal",45,11,,,
"Lower","22 Nov 2025, 13:47","22 Nov 2025, 14:12","Förkortat pass","Lying Leg Curl (Machine)",,"",1,"normal",45,7,,,
"Lower","22 Nov 2025, 13:47","22 Nov 2025, 14:12","Förkortat pass","Leg Extension (Machine)",,"-",0,"normal",80,12,,,
"Upper","21 Nov 2025, 19:27","21 Nov 2025, 20:22","","Bench Press (Barbell)",,"Långfinger",0,"normal",50,5,,,
"Upper","21 Nov 2025, 19:27","21 Nov 2025, 20:22","","Bench Press (Barbell)",,"Långfinger",1,"normal",70,5,,,
"Upper","21 Nov 2025, 19:27","21 Nov 2025, 20:22","","Bench Press (Barbell)",,"Långfinger",2,"normal",88,5,,,
"Upper","21 Nov 2025, 19:27","21 Nov 2025, 20:22","","Bench Press (Barbell)",,"Långfinger",3,"normal",88,4,,,
"Upper","21 Nov 2025, 19:27","21 Nov 2025, 20:22","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",80,8,,,
