"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pull 2022","14 Jan 2024, 16:14","14 Jan 2024, 16:58","","Seated Row (Machine)",,"Intill kroppen",0,"normal",93,8,,,
"Pull 2022","14 Jan 2024, 16:14","14 Jan 2024, 16:58","","Seated Row (Machine)",,"Intill kroppen",1,"normal",93,9,,,
"Pull 2022","14 Jan 2024, 16:14","14 Jan 2024, 16:58","","Seated Row (Machine)",,"Intill kroppen",2,"normal",107,11,,,
"Pull 2022","14 Jan 2024, 16:14","14 Jan 2024, 16:58","","Seated Row (Machine)",,"Intill kroppen",3,"normal",113,8,,,
"Pull 2022","14 Jan 2024, 16:14","14 Jan 2024, 16:58","","Bicep Curl (Dumbbell)",,"",0,"normal",15,8,,,
"Pull 2022","14 Jan 2024, 16:14","14 Jan 2024, 16:58","","Hammer Curl (Dumbbell)",,"",0,"normal",15,7,,,
"Pull 2022","14 Jan 2024, 16:14","14 Jan 2024, 16:58","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",64,8,,,
"Pull 2022","14 Jan 2024, 16:14","14 Jan 2024, 16:58","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",54,7,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Bench Press (Barbell)",,"Fick sluta pga armbågssmärta (armbrytningsskada). Kändes bra annars. Långfinger på ringen. Landa lite över ",0,"normal",50,8,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Bench Press (Barbell)",,"Fick sluta pga armbågssmärta (armbrytningsskada). Kändes bra annars. Långfinger på ringen. Landa lite över ",1,"normal",70,8,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Bench Press (Barbell)",,"Fick sluta pga armbågssmärta (armbrytningsskada). Kändes bra annars. Långfinger på ringen. Landa lite över ",2,"normal",80,2,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,18,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,15,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,12,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Incline Bench Press (Dumbbell)",,"",0,"normal",27.5,10,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Incline Bench Press (Dumbbell)",,"",1,"normal",27.5,6,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Triceps pushdown (Cable - Rope)",,"",0,"normal",25,9,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Triceps pushdown (Cable - Rope)",,"",1,"normal",25,10,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Chest Fly (Machine)",,"",0,"normal",54,8,,,
"Push standard 2022","12 Jan 2024, 19:44","12 Jan 2024, 20:43","","Chest Fly (Machine)",,"",1,"normal",68,9,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Squat (Barbell)",,"",0,"normal",60,5,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Squat (Barbell)",,"",1,"normal",80,5,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Deadlift (Barbell)",,"",0,"normal",60,5,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Deadlift (Barbell)",,"",1,"normal",100,3,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Deadlift (Barbell)",,"",2,"normal",120,3,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Deadlift (Barbell)",,"",3,"normal",135,2,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Seated Leg Curl (Machine)",,"",0,"normal",73,8,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Seated Leg Curl (Machine)",,"",1,"normal",73,6,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Leg Extension (Machine)",,"",0,"normal",113,4,,,
"Legs 2022","11 Jan 2024, 18:46","11 Jan 2024, 19:34","","Leg Extension (Machine)",,"",1,"normal",100,10,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Seated Row (Machine)",,"Intill kroppen. Neutralt grepp. Sits 3/4",0,"normal",52,8,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Seated Row (Machine)",,"Intill kroppen. Neutralt grepp. Sits 3/4",1,"normal",66,10,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Seated Row (Machine)",,"Intill kroppen. Neutralt grepp. Sits 3/4",2,"normal",86,10,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Seated Row (Machine)",,"Intill kroppen. Neutralt grepp. Sits 3/4",3,"normal",86,10,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Seated Row (Machine)",,"Intill kroppen. Neutralt grepp. Sits 3/4",4,"normal",100,9,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Lat Pulldown (Cable)",,"Ej första övning",0,"normal",73,9,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Lat Pulldown (Cable)",,"Ej första övning",1,"normal",73,6,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Preacher Curl (Barbell)",,"Körde biceps för 2 dagar sedan",0,"normal",22,8,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Preacher Curl (Barbell)",,"Körde biceps för 2 dagar sedan",1,"normal",17,10,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Chest Supported Incline Row (Dumbbell)",,"90 grader. Vikt per sida ",0,"normal",12.5,12,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Chest Supported Incline Row (Dumbbell)",,"90 grader. Vikt per sida ",1,"normal",17.5,12,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Reverse Curl (Dumbbell)",,"Vikt per sida",0,"normal",5,20,,,
"Pull 2022","10 Jan 2024, 18:49","10 Jan 2024, 19:43","","Reverse Curl (Dumbbell)",,"Vikt per sida",1,"normal",7.5,12,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,12,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Incline Bench Press (Dumbbell)",,"",1,"normal",32.5,8,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Overhead Press (Dumbbell)",,"",0,"normal",25,7,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Overhead Press (Dumbbell)",,"",1,"normal",25,6,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,15,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,10,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Chest Fly (Machine)",,"Vinslöv (reggad som pec deck innan)",0,"normal",50,8,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Chest Fly (Machine)",,"Vinslöv (reggad som pec deck innan)",1,"normal",68,7,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Triceps pushdown (Cable - Rope)",,"",0,"normal",25,13,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Triceps Extension (Cable)",,"",0,"normal",25,6,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Preacher Curl (Dumbbell)",,"En arm åt gången",0,"normal",10,12,,,
"Push standard 2022","8 Jan 2024, 18:43","8 Jan 2024, 19:35","","Preacher Curl (Dumbbell)",,"En arm åt gången",1,"normal",12.5,8,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Bench Press (Barbell)",,"",0,"normal",50,6,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Bench Press (Barbell)",,"",1,"normal",70,6,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Bench Press (Barbell)",,"",2,"normal",80,6,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Bench Press (Barbell)",,"",3,"normal",90,2,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,8,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Incline Bench Press (Dumbbell)",,"",1,"normal",32.5,9,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Overhead Press (Dumbbell)",,"",0,"normal",27.5,6,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Overhead Press (Dumbbell)",,"",1,"normal",25,6,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Lateral Raise (Dumbbell)",,"Sittande. Kändes bra i delts efter",0,"normal",7.5,13,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Lateral Raise (Dumbbell)",,"Sittande. Kändes bra i delts efter",1,"normal",7.5,12,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Triceps Extension (Cable)",,"",0,"normal",30,8,,,
"Push standard 2022","29 Dec 2023, 20:59","29 Dec 2023, 22:02","","Triceps pushdown (Cable - Rope)",,"",0,"normal",27.5,7,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Lat Pulldown (Cable)",,"",0,"normal",86,9,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Lat Pulldown (Cable)",,"",1,"normal",93,7,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Lat Pulldown (Cable)",,"",2,"normal",93,5,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Seated Cable Row - V Grip (Cable)",,"Pulley. Axelbrett",0,"normal",55,8,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Seated Cable Row - V Grip (Cable)",,"Pulley. Axelbrett",1,"normal",60,5,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Preacher Curl (Barbell)",,"",0,"normal",24.5,9,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Preacher Curl (Barbell)",,"",1,"normal",24.5,3,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Preacher Curl (Dumbbell)",,"Hammer efter skivstång.",0,"normal",12.5,5,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Preacher Curl (Dumbbell)",,"Hammer efter skivstång.",1,"normal",10,9,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",45,8,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",82,4,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",64,4,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Face Pull",,"Stående",0,"normal",15,8,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Face Pull",,"Stående",1,"normal",20,10,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Face Pull",,"Stående",2,"normal",25,10,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Face Pull",,"Stående",3,"normal",30,10,,,
"Pull 2022","27 Dec 2023, 17:47","27 Dec 2023, 18:47","","Bicep Curl (Cable)",,"Rep, övre maskinen",0,"normal",30,8,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Bench Press (Barbell)",,"Ej till fail",0,"normal",50,6,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Bench Press (Barbell)",,"Ej till fail",1,"normal",70,5,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Bench Press (Barbell)",,"Ej till fail",2,"normal",80,5,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Bench Press (Barbell)",,"Ej till fail",3,"normal",85,4,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Bench Press (Barbell)",,"Ej till fail",4,"normal",90,2,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Cable Fly Crossovers",,"Sittande. Snett nerifrån och upp. Breda maskinen. Vikt per sida.",0,"normal",10,8,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Cable Fly Crossovers",,"Sittande. Snett nerifrån och upp. Breda maskinen. Vikt per sida.",1,"normal",12.5,7,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Lateral Raise (Cable)",,"",0,"normal",6.25,11,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Lateral Raise (Cable)",,"",1,"normal",6.25,9,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Triceps Extension (Cable)",,"",0,"normal",30,9,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Triceps Extension (Cable)",,"",1,"normal",30,4,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Front Raise (Cable)",,"Första gången. Rep. Övre maskinen.",0,"normal",10,9,,,
"Push standard 2022","24 Dec 2023, 20:39","24 Dec 2023, 21:34","","Front Raise (Cable)",,"Första gången. Rep. Övre maskinen.",1,"normal",10,8,,,
"Legs 2022","22 Dec 2023, 21:11","22 Dec 2023, 21:57","","Deadlift (Barbell)",,"Försök på 155",0,"normal",60,4,,,
"Legs 2022","22 Dec 2023, 21:11","22 Dec 2023, 21:57","","Deadlift (Barbell)",,"Försök på 155",1,"normal",100,3,,,
"Legs 2022","22 Dec 2023, 21:11","22 Dec 2023, 21:57","","Deadlift (Barbell)",,"Försök på 155",2,"normal",120,2,,,
"Legs 2022","22 Dec 2023, 21:11","22 Dec 2023, 21:57","","Deadlift (Barbell)",,"Försök på 155",3,"normal",140,1,,,
"Legs 2022","22 Dec 2023, 21:11","22 Dec 2023, 21:57","","Deadlift (Barbell)",,"Försök på 155",4,"normal",150,1,,,
"Legs 2022","22 Dec 2023, 21:11","22 Dec 2023, 21:57","","Seated Leg Curl (Machine)",,"",0,"normal",66,8,,,
"Legs 2022","22 Dec 2023, 21:11","22 Dec 2023, 21:57","","Seated Leg Curl (Machine)",,"",1,"normal",73,8,,,
"Legs 2022","22 Dec 2023, 21:11","22 Dec 2023, 21:57","","Leg Press Horizontal (Machine)",,"",0,"normal",184,6,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Lat pulldown från sidorna",,"",0,"normal",50,10,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Lat pulldown från sidorna",,"",1,"normal",60,14,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Single Arm Lat Pulldown",,"Omvänd bänk, bred kabelmaskin",0,"normal",25,10,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Single Arm Lat Pulldown",,"Omvänd bänk, bred kabelmaskin",1,"normal",30,12,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Single Arm Lat Pulldown",,"Omvänd bänk, bred kabelmaskin",2,"normal",30,15,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Pull Up",,"Ej först",0,"normal",,4,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Preacher Curl (Barbell)",,"",0,"normal",22,10,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Preacher Curl (Barbell)",,"",1,"normal",22,7,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Hammer Curl (Dumbbell)",,"Stående",0,"normal",15,5,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Hammer Curl (Dumbbell)",,"Stående",1,"normal",12.5,5,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Hammer Curl (Dumbbell)",,"Stående",2,"normal",10,6,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Face Pull",,"Stående",0,"normal",20,15,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Face Pull",,"Stående",1,"normal",25,12,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Face Pull",,"Stående",2,"normal",15,12,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",68,12,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",73,5,,,
"Pull 2022","20 Dec 2023, 18:11","20 Dec 2023, 19:23","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",59,7,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,6,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Incline Bench Press (Dumbbell)",,"",1,"normal",37.5,4,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Incline Bench Press (Dumbbell)",,"",2,"normal",32.5,8,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Overhead Press (Barbell)",,"",0,"normal",40,8,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Overhead Press (Barbell)",,"",1,"normal",50,10,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Overhead Press (Barbell)",,"",2,"normal",60,4,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Lateral Raise (Dumbbell)",,"Sittande ",0,"normal",7.5,8,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Lateral Raise (Dumbbell)",,"Sittande ",1,"normal",10,8,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Lateral Raise (Dumbbell)",,"Sittande ",2,"normal",5,15,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Triceps pushdown (Cable - Rope)",,"",0,"normal",27.5,12,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Triceps pushdown (Cable - Rope)",,"",1,"normal",27.5,6,,,
"Push standard 2022","18 Dec 2023, 16:44","18 Dec 2023, 17:43","","Triceps Extension (Cable)",,"",0,"normal",27.5,5,,,
"Legs 2022","17 Dec 2023, 19:26","17 Dec 2023, 20:06","Lite huvudvärk","Leg Press Horizontal (Machine)",,"",0,"normal",164,5,,,
"Legs 2022","17 Dec 2023, 19:26","17 Dec 2023, 20:06","Lite huvudvärk","Leg Press Horizontal (Machine)",,"",1,"normal",170,5,,,
"Legs 2022","17 Dec 2023, 19:26","17 Dec 2023, 20:06","Lite huvudvärk","Leg Press Horizontal (Machine)",,"",2,"normal",177,5,,,
"Legs 2022","17 Dec 2023, 19:26","17 Dec 2023, 20:06","Lite huvudvärk","Leg Press Horizontal (Machine)",,"",3,"normal",184,5,,,
"Legs 2022","17 Dec 2023, 19:26","17 Dec 2023, 20:06","Lite huvudvärk","Deadlift (Barbell)",,"Ej första övning",0,"normal",50,5,,,
"Legs 2022","17 Dec 2023, 19:26","17 Dec 2023, 20:06","Lite huvudvärk","Deadlift (Barbell)",,"Ej första övning",1,"normal",90,5,,,
"Legs 2022","17 Dec 2023, 19:26","17 Dec 2023, 20:06","Lite huvudvärk","Deadlift (Barbell)",,"Ej första övning",2,"normal",110,3,,,
"Legs 2022","17 Dec 2023, 19:26","17 Dec 2023, 20:06","Lite huvudvärk","Deadlift (Barbell)",,"Ej första övning",3,"normal",130,2,,,
"Push standard 2022","14 Dec 2023, 20:34","14 Dec 2023, 21:08","","Chest Press (Machine)",,"Vinslöv. Stol 4. Handflata neråt. Nedre greppet sista. Tungt sista",0,"normal",66,8,,,
"Push standard 2022","14 Dec 2023, 20:34","14 Dec 2023, 21:08","","Chest Press (Machine)",,"Vinslöv. Stol 4. Handflata neråt. Nedre greppet sista. Tungt sista",1,"normal",79,8,,,
"Push standard 2022","14 Dec 2023, 20:34","14 Dec 2023, 21:08","","Chest Press (Machine)",,"Vinslöv. Stol 4. Handflata neråt. Nedre greppet sista. Tungt sista",2,"normal",79,8,,,
"Push standard 2022","14 Dec 2023, 20:34","14 Dec 2023, 21:08","","Overhead Press (Barbell)",,"",0,"normal",55,4,,,
"Push standard 2022","14 Dec 2023, 20:34","14 Dec 2023, 21:08","","Overhead Press (Barbell)",,"",1,"normal",50,6,,,
"Push standard 2022","14 Dec 2023, 20:34","14 Dec 2023, 21:08","","Triceps pushdown (Cable - Rope)",,"",0,"normal",30,6,,,
"Push standard 2022","14 Dec 2023, 20:34","14 Dec 2023, 21:08","","Triceps pushdown (Cable - Rope)",,"",1,"normal",25,10,,,
"Push standard 2022","14 Dec 2023, 20:34","14 Dec 2023, 21:08","","Triceps Extension (Cable)",,"",0,"normal",25,7,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Lat Pulldown (Cable)",,"",0,"normal",79,8,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Lat Pulldown (Cable)",,"",1,"normal",86,8,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Lat Pulldown (Cable)",,"",2,"normal",93,6,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Lat Pulldown (Cable)",,"Pullover rep",0,"normal",27.5,10,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Lat Pulldown (Cable)",,"Pullover rep",1,"normal",30,5,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Bent Over Row (Barbell)",,"Händerna axelbrett typ",0,"normal",40,8,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Bent Over Row (Barbell)",,"Händerna axelbrett typ",1,"normal",50,8,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Bent Over Row (Barbell)",,"Händerna axelbrett typ",2,"normal",60,12,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Bent Over Row (Barbell)",,"Händerna axelbrett typ",3,"normal",70,8,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Bicep Curl (Dumbbell)",,"",0,"normal",15,10,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Bicep Curl (Dumbbell)",,"",1,"normal",15,5,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Seated Row (Machine)",,"",0,"normal",100,8,,,
"Pull 2022","13 Dec 2023, 20:10","13 Dec 2023, 20:56","","Seated Row (Machine)",,"",1,"normal",120,6,,,
"Legs 2022","9 Dec 2023, 16:14","9 Dec 2023, 17:04","","Romanian Deadlift (Barbell)",,"",0,"normal",100,6,,,
"Legs 2022","9 Dec 2023, 16:14","9 Dec 2023, 17:04","","Romanian Deadlift (Barbell)",,"",1,"normal",120,5,,,
"Legs 2022","9 Dec 2023, 16:14","9 Dec 2023, 17:04","","Romanian Deadlift (Barbell)",,"",2,"normal",140,7,,,
"Legs 2022","9 Dec 2023, 16:14","9 Dec 2023, 17:04","","Seated Leg Curl (Machine)",,"",0,"normal",73,3,,,
"Legs 2022","9 Dec 2023, 16:14","9 Dec 2023, 17:04","","Seated Leg Curl (Machine)",,"",1,"normal",52,12,,,
"Legs 2022","9 Dec 2023, 16:14","9 Dec 2023, 17:04","","Preacher Curl (Barbell)",,"På bendag",0,"normal",27,7,,,
"Legs 2022","9 Dec 2023, 16:14","9 Dec 2023, 17:04","","Preacher Curl (Barbell)",,"På bendag",1,"normal",27,5,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Bench Press (Barbell)",,"",0,"normal",40,8,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Bench Press (Barbell)",,"",2,"normal",70,8,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Bench Press (Barbell)",,"",3,"normal",80,5,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Bench Press (Barbell)",,"",4,"normal",80,6,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Cable Fly Crossovers",,"Stående. Snett nerifrån. Vikt per sida",0,"normal",7.5,8,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Cable Fly Crossovers",,"Stående. Snett nerifrån. Vikt per sida",1,"normal",10,8,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Cable Fly Crossovers",,"Stående. Snett nerifrån. Vikt per sida",2,"normal",12.5,4,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Butterfly (Pec Deck)",,"",0,"normal",73,9,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Butterfly (Pec Deck)",,"",1,"normal",73,7,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Lateral Raise (Cable)",,"",0,"normal",2.5,12,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Lateral Raise (Cable)",,"",1,"normal",5,12,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Triceps Extension (Cable)",,"",0,"normal",30,9,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Triceps pushdown (Cable - Rope)",,"",0,"normal",25,9,,,
"Push standard 2022","8 Dec 2023, 20:43","8 Dec 2023, 22:00","","Triceps pushdown (Cable - Rope)",,"",1,"normal",25,6,,,
"Pull 2022","4 Dec 2023, 20:26","4 Dec 2023, 21:21","","Lat Pulldown (Cable)",,"",0,"normal",73,8,,,
"Pull 2022","4 Dec 2023, 20:26","4 Dec 2023, 21:21","","Pull Up",,"",0,"normal",,6,,,
"Pull 2022","4 Dec 2023, 20:26","4 Dec 2023, 21:21","","Pull Up",,"",1,"normal",,5,,,
"Pull 2022","4 Dec 2023, 20:26","4 Dec 2023, 21:21","","Seated Cable Row - V Grip (Cable)",,"Pulley. Axelbrett",0,"normal",50,12,,,
